line_item_id,invoice_id,line_type,description,quantity,unit_price_usd,line_amount_usd,product_family,is_recurring_hint,is_recurring_line
L7391,I7277,base_subscription,Enterprise Monthly - Jun 2025,1,2080.0,2080.0,subscription,true,true
L7392,I7278,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7393,I7279,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7394,I7280,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7395,I7281,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7396,I7282,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7397,I7283,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7398,I7284,base_subscription,Enterprise Monthly - Mar 2025,1,2470.0,2470.0,subscription,true,true
L7399,I7285,base_subscription,Enterprise Monthly - Apr 2025,1,2470.0,2470.0,subscription,true,true
L7400,I7286,base_subscription,Enterprise Monthly - May 2025,1,2470.0,2470.0,subscription,true,true
L7401,I7287,base_subscription,Enterprise Monthly - Jun 2025,1,2470.0,2470.0,subscription,true,true
L7402,I7288,base_subscription,Enterprise Monthly - Jan 2025,1,2600.0,2600.0,subscription,true,true
L7403,I7289,base_subscription,Enterprise Monthly - Feb 2025,1,2600.0,2600.0,subscription,true,true
L7404,I7290,base_subscription,Enterprise Monthly - Mar 2025,1,2600.0,2600.0,subscription,true,true
L7405,I7291,base_subscription,Enterprise Monthly - Apr 2025,1,2600.0,2600.0,subscription,true,true
L7406,I7292,base_subscription,Enterprise Monthly - May 2025,1,2600.0,2600.0,subscription,true,true
L7407,I7293,base_subscription,Enterprise Monthly - Jun 2025,1,2600.0,2600.0,subscription,true,true
L7408,I7294,base_subscription,Starter Monthly - Jan 2025,1,400.0,400.0,subscription,true,true
L7409,I7294,training_addon,One-time setup / training,1,300.0,300.0,services,false,false
L7410,I7295,base_subscription,Starter Monthly - Feb 2025,1,400.0,400.0,subscription,true,true
L7411,I7296,base_subscription,Starter Monthly - Mar 2025,1,400.0,400.0,subscription,true,true
L7412,I7297,base_subscription,Starter Monthly - Apr 2025,1,400.0,400.0,subscription,true,true
L7413,I7298,base_subscription,Starter Monthly - May 2025,1,400.0,400.0,subscription,true,true
L7414,I7299,base_subscription,Starter Monthly - Jun 2025,1,400.0,400.0,subscription,true,true
L7415,I7300,base_subscription,Starter Monthly - Jan 2025,1,400.0,400.0,subscription,true,true
L7416,I7301,base_subscription,Starter Monthly - Feb 2025,1,400.0,400.0,subscription,true,true
L7417,I7302,base_subscription,Starter Monthly - Mar 2025,1,400.0,400.0,subscription,true,true
L7418,I7303,base_subscription,Starter Monthly - Apr 2025,1,400.0,400.0,subscription,true,true
L7419,I7304,base_subscription,Starter Monthly - May 2025,1,400.0,400.0,subscription,true,true
L7420,I7305,base_subscription,Starter Monthly - Jun 2025,1,400.0,400.0,subscription,true,true
L7421,I7306,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7422,I7307,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7423,I7308,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7424,I7309,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7425,I7310,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7426,I7311,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7427,I7312,base_subscription,Enterprise Monthly - Feb 2025,1,2600.0,2600.0,subscription,true,true
L7428,I7313,base_subscription,Enterprise Monthly - Mar 2025,1,2600.0,2600.0,subscription,true,true
L7429,I7314,base_subscription,Enterprise Monthly - Apr 2025,1,2600.0,2600.0,subscription,true,true
L7430,I7315,base_subscription,Enterprise Monthly - May 2025,1,2600.0,2600.0,subscription,true,true
L7431,I7316,base_subscription,Enterprise Monthly - Jun 2025,1,2600.0,2600.0,subscription,true,true
L7432,I7317,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7433,I7318,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7434,I7319,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7435,I7320,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7436,I7321,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7437,I7322,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7438,I7323,base_subscription,Enterprise Monthly - Jan 2025,1,2600.0,2600.0,subscription,true,true
L7439,I7323,onboarding_addon,One-time setup / training,1,250.0,250.0,services,false,false
L7440,I7324,base_subscription,Enterprise Monthly - Feb 2025,1,2600.0,2600.0,subscription,true,true
L7441,I7325,base_subscription,Enterprise Monthly - Mar 2025,1,2600.0,2600.0,subscription,true,true
L7442,I7326,base_subscription,Enterprise Monthly - Apr 2025,1,2600.0,2600.0,subscription,true,true
L7443,I7327,base_subscription,Enterprise Monthly - May 2025,1,2600.0,2600.0,subscription,true,true
L7444,I7328,base_subscription,Enterprise Monthly - Jun 2025,1,2600.0,2600.0,subscription,true,true
L7445,I7329,base_subscription,Enterprise Annual - Jan 2025,1,24300.0,24300.0,subscription,true,true
L7446,I7330,base_subscription,Starter Monthly - Jan 2025,1,500.0,500.0,subscription,true,true
L7447,I7331,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7448,I7332,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7449,I7333,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7450,I7334,base_subscription,Starter Monthly - May 2025,1,500.0,500.0,subscription,true,true
L7451,I7335,base_subscription,Starter Monthly - Jun 2025,1,500.0,500.0,subscription,true,true
L7452,I7336,base_subscription,Enterprise Monthly - Jan 2025,1,2080.0,2080.0,subscription,true,true
L7453,I7337,base_subscription,Enterprise Monthly - Feb 2025,1,2080.0,2080.0,subscription,true,true
L7454,I7338,base_subscription,Enterprise Monthly - Mar 2025,1,2080.0,2080.0,subscription,true,true
L7455,I7339,base_subscription,Enterprise Monthly - Apr 2025,1,2080.0,2080.0,subscription,true,true
L7456,I7340,base_subscription,Enterprise Monthly - May 2025,1,2080.0,2080.0,subscription,true,true
L7457,I7341,base_subscription,Enterprise Monthly - Jun 2025,1,2080.0,2080.0,subscription,true,true
L7458,I7342,base_subscription,Enterprise Annual - Jan 2025,1,24300.0,24300.0,subscription,true,true
L7459,I7342,implementation_addon,Implementation package,1,2500.0,2500.0,services,false,false
L7460,I7343,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7461,I7344,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7462,I7345,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7463,I7346,base_subscription,Enterprise Monthly - Apr 2025,1,2600.0,2600.0,subscription,true,true
L7464,I7346,onboarding_addon,One-time setup / training,1,250.0,250.0,services,false,false
L7465,I7347,base_subscription,Enterprise Monthly - May 2025,1,2600.0,2600.0,subscription,true,true
L7466,I7348,base_subscription,Enterprise Monthly - Jun 2025,1,2600.0,2600.0,subscription,true,true
L7467,I7349,base_subscription,Starter Monthly - Jan 2025,1,500.0,500.0,subscription,true,true
L7468,I7350,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7469,I7351,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7470,I7352,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7471,I7353,base_subscription,Growth Monthly - May 2025,1,1350.0,1350.0,subscription,true,true
L7472,I7354,base_subscription,Growth Monthly - Jun 2025,1,1350.0,1350.0,subscription,true,true
L7473,I7355,base_subscription,Starter Monthly - Jan 2025,1,500.0,500.0,subscription,true,true
L7474,I7356,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7475,I7357,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7476,I7358,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7477,I7359,base_subscription,Starter Monthly - May 2025,1,500.0,500.0,subscription,true,true
L7478,I7360,base_subscription,Starter Monthly - Jun 2025,1,500.0,500.0,subscription,true,true
L7479,I7361,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7480,I7362,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7481,I7363,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7482,I7364,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7483,I7365,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7484,I7366,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7485,I7367,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7486,I7368,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7487,I7369,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7488,I7370,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7489,I7371,base_subscription,Growth Monthly - Mar 2025,1,1425.0,1425.0,subscription,true,true
L7490,I7371,training_addon,One-time setup / training,1,300.0,300.0,services,false,false
L7491,I7372,base_subscription,Growth Monthly - Apr 2025,1,1425.0,1425.0,subscription,true,true
L7492,I7373,base_subscription,Growth Monthly - May 2025,1,1425.0,1425.0,subscription,true,true
L7493,I7374,base_subscription,Growth Monthly - Jun 2025,1,1425.0,1425.0,subscription,true,true
L7494,I7375,base_subscription,Enterprise Annual - Jan 2025,1,21600.0,21600.0,subscription,true,true
L7495,I7376,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7496,I7377,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7497,I7378,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7498,I7379,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7499,I7380,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7500,I7381,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7501,I7382,base_subscription,Enterprise Monthly - Jan 2025,1,2600.0,2600.0,subscription,true,true
L7502,I7383,base_subscription,Enterprise Monthly - Feb 2025,1,2600.0,2600.0,subscription,true,true
L7503,I7384,base_subscription,Enterprise Monthly - Mar 2025,1,2600.0,2600.0,subscription,true,true
L7504,I7385,base_subscription,Enterprise Monthly - Apr 2025,1,2600.0,2600.0,subscription,true,true
L7505,I7386,base_subscription,Enterprise Monthly - May 2025,1,2600.0,2600.0,subscription,true,true
L7506,I7387,base_subscription,Enterprise Monthly - Jun 2025,1,2600.0,2600.0,subscription,true,true
L7507,I7388,base_subscription,Starter Monthly - Jan 2025,1,500.0,500.0,subscription,true,true
L7508,I7389,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7509,I7390,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7510,I7391,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7511,I7392,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7512,I7393,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7513,I7394,base_subscription,Growth Monthly - Apr 2025,1,1200.0,1200.0,subscription,true,true
L7514,I7395,base_subscription,Growth Monthly - May 2025,1,1200.0,1200.0,subscription,true,true
L7515,I7396,base_subscription,Growth Monthly - Jun 2025,1,1200.0,1200.0,subscription,true,true
L7516,I7397,base_subscription,Enterprise Monthly - Jan 2025,1,2600.0,2600.0,subscription,true,true
L7517,I7398,base_subscription,Enterprise Monthly - Feb 2025,1,2600.0,2600.0,subscription,true,true
L7518,I7399,base_subscription,Enterprise Monthly - Mar 2025,1,2600.0,2600.0,subscription,true,true
L7519,I7400,base_subscription,Enterprise Monthly - Apr 2025,1,2600.0,2600.0,subscription,true,true
L7520,I7401,base_subscription,Enterprise Monthly - May 2025,1,2600.0,2600.0,subscription,true,true
L7521,I7402,base_subscription,Enterprise Monthly - Jun 2025,1,2600.0,2600.0,subscription,true,true
L7522,I7403,base_subscription,Starter Monthly - Jan 2025,1,500.0,500.0,subscription,true,true
L7523,I7404,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7524,I7405,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7525,I7406,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7526,I7407,base_subscription,Starter Monthly - May 2025,1,500.0,500.0,subscription,true,true
L7527,I7408,base_subscription,Starter Monthly - Jun 2025,1,500.0,500.0,subscription,true,true
L7528,I7409,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7529,I7410,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7530,I7411,base_subscription,Starter Monthly - May 2025,1,500.0,500.0,subscription,true,true
L7531,I7412,base_subscription,Starter Monthly - Jun 2025,1,500.0,500.0,subscription,true,true
L7532,I7413,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7533,I7414,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7534,I7415,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7535,I7416,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7536,I7417,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7537,I7418,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7538,I7419,base_subscription,Starter Monthly - May 2025,1,500.0,500.0,subscription,true,true
L7539,I7420,base_subscription,Starter Monthly - Jun 2025,1,500.0,500.0,subscription,true,true
L7540,I7421,base_subscription,Growth Monthly - Jan 2025,1,1500.0,1500.0,subscription,true,true
L7541,I7422,base_subscription,Growth Monthly - Feb 2025,1,1500.0,1500.0,subscription,true,true
L7542,I7423,base_subscription,Growth Monthly - Mar 2025,1,1500.0,1500.0,subscription,true,true
L7543,I7424,base_subscription,Growth Monthly - Apr 2025,1,1500.0,1500.0,subscription,true,true
L7544,I7425,base_subscription,Growth Monthly - May 2025,1,1500.0,1500.0,subscription,true,true
L7545,I7426,base_subscription,Growth Monthly - Jun 2025,1,1500.0,1500.0,subscription,true,true
L7546,I7427,base_subscription,Starter Monthly - Jan 2025,1,500.0,500.0,subscription,true,true
L7547,I7428,base_subscription,Starter Monthly - Feb 2025,1,500.0,500.0,subscription,true,true
L7548,I7429,base_subscription,Starter Monthly - Mar 2025,1,500.0,500.0,subscription,true,true
L7549,I7430,base_subscription,Starter Monthly - Apr 2025,1,500.0,500.0,subscription,true,true
L7550,I7431,base_subscription,Starter Monthly - May 2025,1,500.0,500.0,subscription,true,true
L7551,I7432,base_subscription,Starter Monthly - Jun 2025,1,500.0,500.0,subscription,true,true
