usage_id,workspace_id,usage_date,active_users,projects_run,api_calls,storage_gb,alerts_sent,is_weekend,usage_week,weekday_num
UD10339,W2053,2025-06-19,1,8,589,20.5,2,false,2025-06-16,4
UD10340,W2053,2025-06-20,2,10,521,21.6,2,false,2025-06-16,5
UD10341,W2053,2025-06-21,3,7,343,21.3,2,true,2025-06-16,6
UD10342,W2053,2025-06-22,1,4,269,20.3,1,true,2025-06-16,0
UD10343,W2053,2025-06-23,3,12,579,21.8,2,false,2025-06-23,1
UD10344,W2053,2025-06-24,2,10,481,21.1,3,false,2025-06-23,2
UD10345,W2053,2025-06-25,3,12,871,19.8,3,false,2025-06-23,3
UD10346,W2053,2025-06-26,2,10,430,19.9,2,false,2025-06-23,4
UD10347,W2053,2025-06-27,3,15,724,22.8,4,false,2025-06-23,5
UD10348,W2053,2025-06-28,2,5,319,20.7,1,true,2025-06-23,6
UD10349,W2053,2025-06-29,1,4,275,21.5,1,true,2025-06-23,0
UD10350,W2053,2025-06-30,2,9,677,20.5,2,false,2025-06-30,1
UD10351,W2054,2025-06-01,2,7,509,28.3,1,true,2025-05-26,0
UD10352,W2054,2025-06-02,3,17,1112,28.6,3,false,2025-06-02,1
UD10353,W2054,2025-06-03,4,25,1545,29.3,5,false,2025-06-02,2
UD10354,W2054,2025-06-04,5,23,1321,28.4,6,false,2025-06-02,3
UD10355,W2054,2025-06-05,4,23,1385,29.5,6,false,2025-06-02,4
UD10356,W2054,2025-06-06,4,17,1194,28.8,4,false,2025-06-02,5
UD10357,W2054,2025-06-07,1,5,281,28.7,1,true,2025-06-02,6
UD10358,W2054,2025-06-08,2,7,431,29.4,2,true,2025-06-02,0
UD10359,W2054,2025-06-09,4,18,976,30.2,3,false,2025-06-09,1
UD10360,W2054,2025-06-10,6,24,1428,28.7,4,false,2025-06-09,2
UD10361,W2054,2025-06-11,4,21,1457,30.5,3,false,2025-06-09,3
UD10362,W2054,2025-06-12,3,14,782,29.0,2,false,2025-06-09,4
UD10363,W2054,2025-06-13,3,15,678,30.1,4,false,2025-06-09,5
UD10364,W2054,2025-06-14,1,6,418,29.5,1,true,2025-06-09,6
UD10365,W2054,2025-06-15,2,7,367,29.9,1,true,2025-06-09,0
UD10366,W2054,2025-06-16,3,14,718,30.3,2,false,2025-06-16,1
UD10367,W2054,2025-06-17,5,21,1066,30.2,3,false,2025-06-16,2
UD10368,W2054,2025-06-18,5,27,1631,30.8,7,false,2025-06-16,3
UD10369,W2054,2025-06-19,5,21,966,30.4,4,false,2025-06-16,4
UD10370,W2054,2025-06-20,4,16,1025,31.7,4,false,2025-06-16,5
UD10371,W2054,2025-06-21,4,12,603,31.2,3,true,2025-06-16,6
UD10372,W2054,2025-06-22,1,5,315,31.0,1,true,2025-06-16,0
UD10373,W2054,2025-06-23,4,18,1238,32.0,5,false,2025-06-23,1
UD10374,W2054,2025-06-24,6,23,1262,32.5,5,false,2025-06-23,2
UD10375,W2054,2025-06-25,5,28,1728,32.1,4,false,2025-06-23,3
UD10376,W2054,2025-06-26,6,21,1438,30.6,5,false,2025-06-23,4
UD10377,W2054,2025-06-27,5,25,1872,31.5,7,false,2025-06-23,5
UD10378,W2054,2025-06-28,1,5,315,33.2,1,true,2025-06-23,6
UD10379,W2054,2025-06-29,1,5,307,32.0,1,true,2025-06-23,0
UD10380,W2054,2025-06-30,4,18,998,34.1,2,false,2025-06-30,1
UD10381,W2055,2025-06-01,2,8,339,22.1,2,true,2025-05-26,0
UD10382,W2055,2025-06-02,2,12,475,22.7,2,false,2025-06-02,1
UD10383,W2055,2025-06-03,1,12,335,22.4,3,false,2025-06-02,2
UD10384,W2055,2025-06-04,0,8,201,23.3,1,false,2025-06-02,3
UD10385,W2055,2025-06-05,2,13,472,23.0,3,false,2025-06-02,4
UD10386,W2055,2025-06-06,0,7,200,22.8,2,false,2025-06-02,5
UD10387,W2055,2025-06-07,0,4,175,22.5,1,true,2025-06-02,6
UD10388,W2055,2025-06-08,2,8,239,23.1,2,true,2025-06-02,0
UD10389,W2055,2025-06-09,3,18,794,23.6,4,false,2025-06-09,1
UD10390,W2055,2025-06-10,2,16,732,23.4,2,false,2025-06-09,2
UD10391,W2055,2025-06-11,2,13,517,23.8,2,false,2025-06-09,3
UD10392,W2055,2025-06-12,0,7,293,23.7,2,false,2025-06-09,4
UD10393,W2055,2025-06-13,3,15,495,24.7,3,false,2025-06-09,5
UD10394,W2055,2025-06-14,0,4,122,24.2,1,true,2025-06-09,6
UD10395,W2055,2025-06-15,0,4,135,24.2,1,true,2025-06-09,0
UD10396,W2055,2025-06-16,0,7,299,24.9,2,false,2025-06-16,1
UD10397,W2055,2025-06-17,2,14,390,24.7,3,false,2025-06-16,2
UD10398,W2055,2025-06-18,2,14,521,25.4,3,false,2025-06-16,3
UD10399,W2055,2025-06-19,1,10,365,25.1,2,false,2025-06-16,4
UD10400,W2055,2025-06-20,0,7,174,24.6,1,false,2025-06-16,5
UD10401,W2055,2025-06-21,1,5,149,25.8,1,true,2025-06-16,6
UD10402,W2055,2025-06-22,2,8,316,25.7,2,true,2025-06-16,0
UD10403,W2055,2025-06-23,2,13,522,26.9,2,false,2025-06-23,1
UD10404,W2055,2025-06-24,2,16,429,26.0,3,false,2025-06-23,2
UD10405,W2055,2025-06-25,2,16,620,26.4,3,false,2025-06-23,3
UD10406,W2055,2025-06-26,1,11,420,25.0,3,false,2025-06-23,4
UD10407,W2055,2025-06-27,1,11,402,27.4,2,false,2025-06-23,5
UD10408,W2055,2025-06-28,2,8,265,25.6,1,true,2025-06-23,6
UD10409,W2055,2025-06-29,1,5,191,26.8,1,true,2025-06-23,0
UD10410,W2055,2025-06-30,1,10,262,26.2,1,false,2025-06-30,1
UD10411,W2057,2025-06-01,3,12,614,33.7,2,true,2025-05-26,0
UD10412,W2057,2025-06-02,4,22,1426,33.5,3,false,2025-06-02,1
UD10413,W2057,2025-06-03,3,23,1617,33.8,6,false,2025-06-02,2
UD10414,W2057,2025-06-04,3,22,1626,33.8,3,false,2025-06-02,3
UD10415,W2057,2025-06-05,2,20,1442,34.8,5,false,2025-06-02,4
UD10416,W2057,2025-06-06,5,31,2115,34.4,6,false,2025-06-02,5
UD10417,W2057,2025-06-07,2,9,613,35.3,2,true,2025-06-02,6
UD10418,W2057,2025-06-08,3,11,648,35.4,2,true,2025-06-02,0
UD10419,W2057,2025-06-09,5,23,1480,35.2,4,false,2025-06-09,1
UD10420,W2057,2025-06-10,3,22,1212,35.6,3,false,2025-06-09,2
UD10421,W2057,2025-06-11,4,24,1624,35.5,4,false,2025-06-09,3
UD10422,W2057,2025-06-12,2,18,1294,35.6,4,false,2025-06-09,4
UD10423,W2057,2025-06-13,3,19,872,35.7,4,false,2025-06-09,5
UD10424,W2057,2025-06-14,3,11,745,35.1,2,true,2025-06-09,6
UD10425,W2057,2025-06-15,2,10,674,35.8,3,true,2025-06-09,0
UD10426,W2057,2025-06-16,3,20,1301,35.2,5,false,2025-06-16,1
UD10427,W2057,2025-06-17,3,22,1186,36.9,5,false,2025-06-16,2
UD10428,W2057,2025-06-18,4,24,1208,36.0,7,false,2025-06-16,3
UD10429,W2057,2025-06-19,5,26,1793,37.5,5,false,2025-06-16,4
UD10430,W2057,2025-06-20,4,22,1394,36.0,3,false,2025-06-16,5
UD10431,W2057,2025-06-21,2,9,667,37.2,1,true,2025-06-16,6
UD10432,W2057,2025-06-22,1,7,329,36.0,1,true,2025-06-16,0
UD10433,W2057,2025-06-23,4,20,1409,37.1,3,false,2025-06-23,1
UD10434,W2057,2025-06-24,4,29,1843,37.3,7,false,2025-06-23,2
UD10435,W2057,2025-06-25,3,23,1478,37.9,5,false,2025-06-23,3
UD10436,W2057,2025-06-26,2,19,1314,37.3,4,false,2025-06-23,4
UD10437,W2057,2025-06-27,3,19,1383,38.4,5,false,2025-06-23,5
UD10438,W2057,2025-06-28,2,10,439,38.5,2,true,2025-06-23,6
UD10439,W2057,2025-06-29,1,8,380,37.4,2,true,2025-06-23,0
UD10440,W2057,2025-06-30,3,20,1123,36.0,3,false,2025-06-30,1
UD10441,W2058,2025-06-01,1,8,581,43.3,2,true,2025-05-26,0
UD10442,W2058,2025-06-02,1,15,708,43.1,2,false,2025-06-02,1
UD10443,W2058,2025-06-03,3,24,1760,43.7,5,false,2025-06-02,2
UD10444,W2058,2025-06-04,2,18,1019,42.8,3,false,2025-06-02,3
UD10445,W2058,2025-06-05,1,16,702,43.5,2,false,2025-06-02,4
UD10446,W2058,2025-06-06,3,20,1138,44.4,4,false,2025-06-02,5
UD10447,W2058,2025-06-07,1,8,430,43.5,1,true,2025-06-02,6
UD10448,W2058,2025-06-08,2,9,410,44.3,2,true,2025-06-02,0
UD10449,W2058,2025-06-09,2,19,1173,44.2,4,false,2025-06-09,1
UD10450,W2058,2025-06-10,2,19,1309,43.4,4,false,2025-06-09,2
UD10451,W2058,2025-06-11,1,17,1220,44.9,2,false,2025-06-09,3
UD10452,W2058,2025-06-12,1,16,819,45.4,4,false,2025-06-09,4
UD10453,W2058,2025-06-13,3,19,978,45.4,3,false,2025-06-09,5
UD10454,W2058,2025-06-14,1,8,471,44.6,2,true,2025-06-09,6
UD10455,W2058,2025-06-15,3,10,756,44.8,2,true,2025-06-09,0
UD10456,W2058,2025-06-16,2,17,1024,44.3,2,false,2025-06-16,1
UD10457,W2058,2025-06-17,3,23,1351,45.5,4,false,2025-06-16,2
UD10458,W2058,2025-06-18,1,16,791,45.2,3,false,2025-06-16,3
UD10459,W2058,2025-06-19,2,18,1042,44.5,3,false,2025-06-16,4
UD10460,W2058,2025-06-20,1,14,883,45.2,2,false,2025-06-16,5
UD10461,W2058,2025-06-21,2,9,669,45.0,2,true,2025-06-16,6
UD10462,W2058,2025-06-22,1,7,476,45.9,1,true,2025-06-16,0
UD10463,W2058,2025-06-23,1,14,748,46.0,2,false,2025-06-23,1
UD10464,W2058,2025-06-24,3,25,1364,46.7,4,false,2025-06-23,2
UD10465,W2058,2025-06-25,2,20,945,47.8,4,false,2025-06-23,3
UD10466,W2058,2025-06-26,1,15,697,45.6,2,false,2025-06-23,4
UD10467,W2058,2025-06-27,1,14,965,48.3,2,false,2025-06-23,5
UD10468,W2058,2025-06-28,2,10,731,45.3,1,true,2025-06-23,6
UD10469,W2058,2025-06-29,1,8,437,46.3,1,true,2025-06-23,0
UD10470,W2058,2025-06-30,1,14,626,46.0,3,false,2025-06-30,1
UD10471,W2059,2025-06-01,2,10,471,36.8,1,true,2025-05-26,0
UD10472,W2059,2025-06-02,1,15,890,36.8,3,false,2025-06-02,1
UD10473,W2059,2025-06-03,1,15,1075,37.8,4,false,2025-06-02,2
UD10474,W2059,2025-06-04,1,15,864,37.5,2,false,2025-06-02,3
UD10475,W2059,2025-06-05,2,18,1044,37.4,3,false,2025-06-02,4
UD10476,W2059,2025-06-06,1,14,716,38.3,2,false,2025-06-02,5
UD10477,W2059,2025-06-07,1,8,436,37.9,2,true,2025-06-02,6
UD10478,W2059,2025-06-08,2,9,564,37.6,1,true,2025-06-02,0
UD10479,W2059,2025-06-09,1,15,1070,38.3,3,false,2025-06-09,1
UD10480,W2059,2025-06-10,1,17,1137,38.2,4,false,2025-06-09,2
UD10481,W2059,2025-06-11,1,16,1076,38.8,2,false,2025-06-09,3
UD10482,W2059,2025-06-12,2,20,1462,38.9,4,false,2025-06-09,4
UD10483,W2059,2025-06-13,1,14,976,39.3,2,false,2025-06-09,5
UD10484,W2059,2025-06-14,1,7,503,38.3,1,true,2025-06-09,6
UD10485,W2059,2025-06-15,2,9,511,39.0,1,true,2025-06-09,0
UD10486,W2059,2025-06-16,1,15,734,39.6,3,false,2025-06-16,1
UD10487,W2059,2025-06-17,1,15,887,40.3,2,false,2025-06-16,2
UD10488,W2059,2025-06-18,2,20,1178,38.8,3,false,2025-06-16,3
UD10489,W2059,2025-06-19,2,19,1396,39.7,3,false,2025-06-16,4
UD10490,W2059,2025-06-20,1,14,857,40.8,3,false,2025-06-16,5
UD10491,W2059,2025-06-21,1,8,576,39.1,2,true,2025-06-16,6
UD10492,W2059,2025-06-22,1,8,528,39.5,1,true,2025-06-16,0
UD10493,W2059,2025-06-23,1,15,672,40.5,2,false,2025-06-23,1
UD10494,W2059,2025-06-24,2,21,1231,40.6,4,false,2025-06-23,2
UD10495,W2059,2025-06-25,1,17,723,40.5,4,false,2025-06-23,3
UD10496,W2059,2025-06-26,2,17,836,40.2,2,false,2025-06-23,4
UD10497,W2059,2025-06-27,1,15,983,42.2,2,false,2025-06-23,5
UD10498,W2059,2025-06-28,1,8,583,41.6,2,true,2025-06-23,6
UD10499,W2059,2025-06-29,1,8,385,39.3,1,true,2025-06-23,0
UD10500,W2059,2025-06-30,2,18,914,42.0,3,false,2025-06-30,1
UD10501,W2060,2025-06-01,1,8,549,38.7,1,true,2025-05-26,0
UD10502,W2060,2025-06-02,2,16,1091,38.3,4,false,2025-06-02,1
UD10503,W2060,2025-06-03,2,21,1290,38.1,5,false,2025-06-02,2
UD10504,W2060,2025-06-04,1,17,721,38.3,3,false,2025-06-02,3
UD10505,W2060,2025-06-05,2,19,1131,38.5,5,false,2025-06-02,4
UD10506,W2060,2025-06-06,1,15,872,38.4,2,false,2025-06-02,5
UD10507,W2060,2025-06-07,1,8,375,39.4,1,true,2025-06-02,6
UD10508,W2060,2025-06-08,2,9,569,38.8,2,true,2025-06-02,0
UD10509,W2060,2025-06-09,1,14,1010,39.6,3,false,2025-06-09,1
UD10510,W2060,2025-06-10,1,17,1213,39.6,3,false,2025-06-09,2
UD10511,W2060,2025-06-11,2,20,1270,38.6,3,false,2025-06-09,3
UD10512,W2060,2025-06-12,1,15,618,41.0,2,false,2025-06-09,4
UD10513,W2060,2025-06-13,1,15,886,40.4,2,false,2025-06-09,5
UD10514,W2060,2025-06-14,1,8,503,41.2,1,true,2025-06-09,6
UD10515,W2060,2025-06-15,1,8,440,39.6,2,true,2025-06-09,0
UD10516,W2060,2025-06-16,2,18,780,40.0,3,false,2025-06-16,1
UD10517,W2060,2025-06-17,1,17,789,40.8,3,false,2025-06-16,2
UD10518,W2060,2025-06-18,2,21,1543,39.6,4,false,2025-06-16,3
UD10519,W2060,2025-06-19,2,18,1136,41.3,4,false,2025-06-16,4
UD10520,W2060,2025-06-20,1,14,588,40.5,4,false,2025-06-16,5
UD10521,W2060,2025-06-21,2,10,467,42.3,1,true,2025-06-16,6
UD10522,W2060,2025-06-22,1,8,546,42.2,2,true,2025-06-16,0
UD10523,W2060,2025-06-23,2,16,1153,41.7,3,false,2025-06-23,1
UD10524,W2060,2025-06-24,1,17,934,41.6,5,false,2025-06-23,2
UD10525,W2060,2025-06-25,2,18,1289,40.7,5,false,2025-06-23,3
UD10526,W2060,2025-06-26,1,15,1025,40.2,3,false,2025-06-23,4
UD10527,W2060,2025-06-27,2,16,996,41.9,4,false,2025-06-23,5
UD10528,W2060,2025-06-28,1,8,594,41.1,1,true,2025-06-23,6
UD10529,W2060,2025-06-29,1,7,456,40.5,1,true,2025-06-23,0
UD10530,W2060,2025-06-30,1,15,1078,40.6,3,false,2025-06-30,1
UD10531,W2061,2025-06-01,1,6,288,36.7,2,true,2025-05-26,0
UD10532,W2061,2025-06-02,1,10,500,36.0,2,false,2025-06-02,1
UD10533,W2061,2025-06-03,2,15,925,37.2,3,false,2025-06-02,2
UD10534,W2061,2025-06-04,1,11,652,36.6,1,false,2025-06-02,3
UD10535,W2061,2025-06-05,1,11,674,37.0,2,false,2025-06-02,4
UD10536,W2061,2025-06-06,2,13,701,37.0,2,false,2025-06-02,5
UD10537,W2061,2025-06-07,2,7,481,37.1,1,true,2025-06-02,6
UD10538,W2061,2025-06-08,1,5,219,36.6,1,true,2025-06-02,0
UD10539,W2061,2025-06-09,1,9,665,37.4,1,false,2025-06-09,1
UD10540,W2061,2025-06-10,2,14,883,38.6,2,false,2025-06-09,2
UD10541,W2061,2025-06-11,2,14,942,36.7,4,false,2025-06-09,3
UD10542,W2061,2025-06-12,2,13,777,37.1,4,false,2025-06-09,4
UD10543,W2061,2025-06-13,2,13,775,37.3,2,false,2025-06-09,5
UD10544,W2061,2025-06-14,2,6,447,38.0,1,true,2025-06-09,6
UD10545,W2061,2025-06-15,1,5,240,37.3,1,true,2025-06-09,0
UD10546,W2061,2025-06-16,1,9,665,38.4,1,false,2025-06-16,1
UD10547,W2061,2025-06-17,1,11,647,38.9,2,false,2025-06-16,2
UD10548,W2061,2025-06-18,2,13,594,38.5,3,false,2025-06-16,3
UD10549,W2061,2025-06-19,2,13,681,39.5,2,false,2025-06-16,4
UD10550,W2061,2025-06-20,2,13,601,40.2,2,false,2025-06-16,5
UD10551,W2061,2025-06-21,1,6,385,40.4,1,true,2025-06-16,6
UD10552,W2061,2025-06-22,2,7,320,39.8,1,true,2025-06-16,0
UD10553,W2061,2025-06-23,2,12,620,41.0,2,false,2025-06-23,1
UD10554,W2061,2025-06-24,1,11,721,40.4,3,false,2025-06-23,2
UD10555,W2061,2025-06-25,2,14,800,39.4,3,false,2025-06-23,3
UD10556,W2061,2025-06-26,2,14,664,40.6,4,false,2025-06-23,4
UD10557,W2061,2025-06-27,1,10,656,40.6,2,false,2025-06-23,5
UD10558,W2061,2025-06-28,2,7,366,40.7,2,true,2025-06-23,6
UD10559,W2061,2025-06-29,1,6,376,41.6,2,true,2025-06-23,0
UD10560,W2061,2025-06-30,2,14,769,40.5,2,false,2025-06-30,1
UD10561,W2062,2025-06-01,1,5,276,24.6,1,true,2025-05-26,0
UD10562,W2062,2025-06-02,3,14,1018,24.4,4,false,2025-06-02,1
UD10563,W2062,2025-06-03,3,15,791,24.8,4,false,2025-06-02,2
UD10564,W2062,2025-06-04,3,17,1129,24.7,3,false,2025-06-02,3
UD10565,W2062,2025-06-05,3,16,916,24.6,2,false,2025-06-02,4
UD10566,W2062,2025-06-06,2,14,776,24.9,4,false,2025-06-02,5
UD10567,W2062,2025-06-07,1,5,319,24.8,1,true,2025-06-02,6
UD10568,W2062,2025-06-08,2,6,396,25.0,1,true,2025-06-02,0
UD10569,W2062,2025-06-09,4,21,1021,26.2,4,false,2025-06-09,1
UD10570,W2062,2025-06-10,3,16,756,25.0,3,false,2025-06-09,2
UD10571,W2062,2025-06-11,4,20,1158,24.8,3,false,2025-06-09,3
UD10572,W2062,2025-06-12,2,15,919,25.5,3,false,2025-06-09,4
UD10573,W2062,2025-06-13,4,20,877,25.6,5,false,2025-06-09,5
UD10574,W2062,2025-06-14,1,5,275,26.2,1,true,2025-06-09,6
UD10575,W2062,2025-06-15,2,7,392,26.3,2,true,2025-06-09,0
UD10576,W2062,2025-06-16,4,18,1100,27.1,3,false,2025-06-16,1
UD10577,W2062,2025-06-17,2,16,734,26.1,4,false,2025-06-16,2
UD10578,W2062,2025-06-18,3,16,765,27.3,3,false,2025-06-16,3
UD10579,W2062,2025-06-19,4,17,791,27.4,3,false,2025-06-16,4
UD10580,W2062,2025-06-20,2,14,856,27.8,2,false,2025-06-16,5
UD10581,W2062,2025-06-21,3,10,582,28.8,2,true,2025-06-16,6
UD10582,W2062,2025-06-22,3,8,435,25.9,2,true,2025-06-16,0
UD10583,W2062,2025-06-23,4,18,891,25.7,4,false,2025-06-23,1
UD10584,W2062,2025-06-24,2,13,649,26.9,3,false,2025-06-23,2
UD10585,W2062,2025-06-25,1,10,426,26.6,2,false,2025-06-23,3
UD10586,W2062,2025-06-26,3,16,779,27.7,4,false,2025-06-23,4
UD10587,W2062,2025-06-27,3,14,947,27.7,2,false,2025-06-23,5
UD10588,W2062,2025-06-28,2,8,566,26.4,2,true,2025-06-23,6
UD10589,W2062,2025-06-29,1,6,296,28.6,1,true,2025-06-23,0
UD10590,W2062,2025-06-30,3,16,1095,29.1,3,false,2025-06-30,1
UD10591,W2063,2025-06-01,1,5,217,27.4,1,true,2025-05-26,0
UD10592,W2063,2025-06-02,2,14,906,26.8,3,false,2025-06-02,1
UD10593,W2063,2025-06-03,3,21,1368,27.3,5,false,2025-06-02,2
UD10594,W2063,2025-06-04,3,19,839,27.6,4,false,2025-06-02,3
UD10595,W2063,2025-06-05,4,21,1227,27.8,5,false,2025-06-02,4
UD10596,W2063,2025-06-06,3,14,719,27.9,3,false,2025-06-02,5
UD10597,W2063,2025-06-07,2,7,403,28.5,1,true,2025-06-02,6
UD10598,W2063,2025-06-08,1,5,327,27.7,1,true,2025-06-02,0
UD10599,W2063,2025-06-09,4,18,1159,28.8,3,false,2025-06-09,1
UD10600,W2063,2025-06-10,2,14,621,29.0,2,false,2025-06-09,2
UD10601,W2063,2025-06-11,1,12,581,29.4,2,false,2025-06-09,3
UD10602,W2063,2025-06-12,3,17,1111,29.6,2,false,2025-06-09,4
UD10603,W2063,2025-06-13,2,13,802,29.6,2,false,2025-06-09,5
UD10604,W2063,2025-06-14,1,6,402,28.8,1,true,2025-06-09,6
UD10605,W2063,2025-06-15,2,8,483,28.4,2,true,2025-06-09,0
UD10606,W2063,2025-06-16,4,22,1036,29.0,5,false,2025-06-16,1
UD10607,W2063,2025-06-17,1,11,574,29.8,2,false,2025-06-16,2
UD10608,W2063,2025-06-18,3,20,981,29.9,3,false,2025-06-16,3
UD10609,W2063,2025-06-19,2,13,949,29.6,2,false,2025-06-16,4
UD10610,W2063,2025-06-20,4,18,1014,30.8,4,false,2025-06-16,5
UD10611,W2063,2025-06-21,1,5,299,29.8,1,true,2025-06-16,6
UD10612,W2063,2025-06-22,3,8,471,29.0,2,true,2025-06-16,0
UD10613,W2063,2025-06-23,2,14,850,31.5,3,false,2025-06-23,1
UD10614,W2063,2025-06-24,4,24,1125,31.4,6,false,2025-06-23,2
UD10615,W2063,2025-06-25,3,20,1305,30.3,5,false,2025-06-23,3
UD10616,W2063,2025-06-26,3,17,1048,30.2,3,false,2025-06-23,4
UD10617,W2063,2025-06-27,2,12,550,31.1,2,false,2025-06-23,5
UD10618,W2063,2025-06-28,1,5,247,32.3,1,true,2025-06-23,6
UD10619,W2063,2025-06-29,2,8,528,31.6,1,true,2025-06-23,0
UD10620,W2063,2025-06-30,3,16,1135,29.6,3,false,2025-06-30,1
UD10621,W2066,2025-06-01,2,6,321,33.1,1,true,2025-05-26,0
UD10622,W2066,2025-06-02,5,25,1851,34.1,4,false,2025-06-02,1
UD10623,W2066,2025-06-03,5,28,1829,34.2,5,false,2025-06-02,2
UD10624,W2066,2025-06-04,3,20,1158,34.0,4,false,2025-06-02,3
UD10625,W2066,2025-06-05,4,18,865,34.9,4,false,2025-06-02,4
UD10626,W2066,2025-06-06,4,16,1226,34.9,2,false,2025-06-02,5
UD10627,W2066,2025-06-07,4,9,698,34.3,2,true,2025-06-02,6
UD10628,W2066,2025-06-08,2,8,556,34.5,2,true,2025-06-02,0
UD10629,W2066,2025-06-09,4,21,1365,35.1,4,false,2025-06-09,1
UD10630,W2066,2025-06-10,6,30,1886,35.1,4,false,2025-06-09,2
UD10631,W2066,2025-06-11,4,18,980,35.3,3,false,2025-06-09,3
UD10632,W2066,2025-06-12,5,27,1268,35.0,5,false,2025-06-09,4
UD10633,W2066,2025-06-13,5,25,1166,34.5,4,false,2025-06-09,5
UD10634,W2066,2025-06-14,4,12,918,35.6,3,true,2025-06-09,6
UD10635,W2066,2025-06-15,4,9,701,34.7,2,true,2025-06-09,0
UD10636,W2066,2025-06-16,6,27,1969,36.0,3,false,2025-06-16,1
UD10637,W2066,2025-06-17,6,31,1916,36.6,5,false,2025-06-16,2
UD10638,W2066,2025-06-18,5,21,961,35.2,4,false,2025-06-16,3
UD10639,W2066,2025-06-19,5,19,975,35.7,4,false,2025-06-16,4
UD10640,W2066,2025-06-20,4,20,1173,35.9,3,false,2025-06-16,5
UD10641,W2066,2025-06-21,2,7,337,36.7,1,true,2025-06-16,6
UD10642,W2066,2025-06-22,3,9,655,36.0,2,true,2025-06-16,0
UD10643,W2066,2025-06-23,5,19,1132,37.2,5,false,2025-06-23,1
UD10644,W2066,2025-06-24,5,25,1653,36.2,3,false,2025-06-23,2
UD10645,W2066,2025-06-25,4,25,1401,38.4,3,false,2025-06-23,3
UD10646,W2066,2025-06-26,5,23,1627,37.0,5,false,2025-06-23,4
UD10647,W2066,2025-06-27,4,17,975,36.5,3,false,2025-06-23,5
UD10648,W2066,2025-06-28,2,8,494,36.6,2,true,2025-06-23,6
UD10649,W2066,2025-06-29,2,7,389,38.2,1,true,2025-06-23,0
UD10650,W2066,2025-06-30,6,30,1860,38.3,4,false,2025-06-30,1
UD10651,W2067,2025-06-01,3,8,498,20.3,2,true,2025-05-26,0
UD10652,W2067,2025-06-02,4,18,1265,20.5,4,false,2025-06-02,1
UD10653,W2067,2025-06-03,7,25,1838,20.1,5,false,2025-06-02,2
UD10654,W2067,2025-06-04,5,29,1669,20.6,6,false,2025-06-02,3
UD10655,W2067,2025-06-05,6,23,1258,21.4,5,false,2025-06-02,4
UD10656,W2067,2025-06-06,4,16,977,21.2,4,false,2025-06-02,5
UD10657,W2067,2025-06-07,2,7,503,20.9,2,true,2025-06-02,6
UD10658,W2067,2025-06-08,5,10,733,20.9,3,true,2025-06-02,0
UD10659,W2067,2025-06-09,6,27,1320,21.4,5,false,2025-06-09,1
UD10660,W2067,2025-06-10,6,31,1449,21.6,5,false,2025-06-09,2
UD10661,W2067,2025-06-11,6,28,1676,21.0,6,false,2025-06-09,3
UD10662,W2067,2025-06-12,4,23,1085,20.8,6,false,2025-06-09,4
UD10663,W2067,2025-06-13,4,18,953,21.9,2,false,2025-06-09,5
UD10664,W2067,2025-06-14,4,10,744,23.1,1,true,2025-06-09,6
UD10665,W2067,2025-06-15,4,12,832,21.7,3,true,2025-06-09,0
UD10666,W2067,2025-06-16,6,21,1193,22.5,4,false,2025-06-16,1
UD10667,W2067,2025-06-17,6,27,1208,23.1,6,false,2025-06-16,2
UD10668,W2067,2025-06-18,5,23,1197,22.0,3,false,2025-06-16,3
UD10669,W2067,2025-06-19,7,34,2523,23.8,8,false,2025-06-16,4
UD10670,W2067,2025-06-20,5,22,1102,23.0,3,false,2025-06-16,5
UD10671,W2067,2025-06-21,2,7,541,23.6,1,true,2025-06-16,6
UD10672,W2067,2025-06-22,3,9,538,23.8,2,true,2025-06-16,0
UD10673,W2067,2025-06-23,6,21,1595,22.5,3,false,2025-06-23,1
UD10674,W2067,2025-06-24,5,28,1328,22.2,4,false,2025-06-23,2
UD10675,W2067,2025-06-25,5,25,1245,23.0,4,false,2025-06-23,3
UD10676,W2067,2025-06-26,5,24,1710,22.8,5,false,2025-06-23,4
UD10677,W2067,2025-06-27,5,22,1022,22.7,4,false,2025-06-23,5
UD10678,W2067,2025-06-28,4,12,702,25.9,3,true,2025-06-23,6
UD10679,W2067,2025-06-29,5,12,684,25.8,1,true,2025-06-23,0
UD10680,W2067,2025-06-30,5,26,1926,25.5,5,false,2025-06-30,1
UD10681,W2068,2025-06-01,3,6,375,15.5,1,true,2025-05-26,0
UD10682,W2068,2025-06-02,2,11,711,14.5,1,false,2025-06-02,1
UD10683,W2068,2025-06-03,4,19,908,15.5,3,false,2025-06-02,2
UD10684,W2068,2025-06-04,3,14,613,14.7,3,false,2025-06-02,3
UD10685,W2068,2025-06-05,2,12,702,16.0,2,false,2025-06-02,4
UD10686,W2068,2025-06-06,1,7,459,15.8,1,false,2025-06-02,5
UD10687,W2068,2025-06-07,2,5,335,16.5,1,true,2025-06-02,6
UD10688,W2068,2025-06-08,1,3,209,16.1,1,true,2025-06-02,0
UD10689,W2068,2025-06-09,2,10,601,16.7,2,false,2025-06-09,1
UD10690,W2068,2025-06-10,4,22,1061,17.0,4,false,2025-06-09,2
UD10691,W2068,2025-06-11,4,15,935,17.3,3,false,2025-06-09,3
UD10692,W2068,2025-06-12,1,8,343,15.9,2,false,2025-06-09,4
