account_id,account_name,industry,segment,region,billing_country,usage_date,workspace_days_reporting,active_users,projects_run,api_calls,alerts_sent,max_storage_gb,avg_storage_gb
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-10,2,8,38,2607,8,33.7,28.700000000000003
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-20,2,7,36,2271,8,34.0,29.05
A1090,Vertex Labs,energy,smb,NA,US,2025-06-07,1,3,6,302,2,20.5,20.5
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-03,3,5,43,2624,9,27.7,24.666666666666668
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-04,2,9,51,2980,10,60.1,50.25
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-09,2,12,52,2449,11,60.8,51.55
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-18,3,8,62,3419,13,58.3,50.73333333333333
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-22,3,6,27,1291,6,58.6,50.73333333333334
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-26,3,10,73,4622,11,60.3,51.93333333333334
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-27,3,10,67,4061,16,59.2,51.76666666666667
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-11,2,6,37,2348,8,28.7,24.6
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-19,2,5,30,1741,5,27.9,24.45
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-07,1,1,4,236,1,21.6,21.6
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-10,3,7,45,2692,7,21.3,20.0
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-20,3,12,56,3579,12,22.8,21.7
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-13,2,11,49,3192,9,23.1,21.450000000000003
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-23,2,8,40,2508,7,27.3,23.6
A1010,Orchid Foods,education,smb,NA,CA,2025-06-07,1,3,8,617,1,24.4,24.4
A1011,Vertex Energy,software,smb,NA,CA,2025-06-02,1,4,15,672,3,22.3,22.3
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-16,2,6,28,1795,7,23.9,16.95
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-21,2,3,10,545,3,26.5,19.25
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-25,2,3,21,781,4,25.5,18.05
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-04,3,5,40,1803,8,23.2,20.833333333333332
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-09,3,5,39,2284,8,24.1,21.833333333333332
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-01,4,10,43,2483,11,62.5,49.2
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-08,4,10,42,2055,8,63.0,50.025
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-14,4,8,39,2794,5,64.3,50.900000000000006
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-04,2,4,32,1935,7,29.9,29.45
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-09,2,5,29,1689,5,30.5,30.1
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-18,2,1,12,633,3,15.0,12.6
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-22,2,1,6,263,1,15.5,12.45
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-26,2,2,14,621,4,17.9,13.6
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-27,2,3,17,899,3,16.5,12.9
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-13,1,1,7,357,1,20.5,20.5
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-23,1,1,8,381,1,21.6,21.6
A1021,Apex Logistics,software,smb,NA,US,2025-06-05,1,4,19,964,3,21.4,21.4
A1021,Apex Logistics,software,smb,NA,US,2025-06-28,1,3,7,555,2,25.0,25.0
A1021,Apex Logistics,software,smb,NA,US,2025-06-29,1,4,9,452,2,24.5,24.5
A1021,Apex Logistics,software,smb,NA,US,2025-06-30,1,5,18,897,5,25.9,25.9
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-16,2,3,17,737,4,15.8,14.4
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-21,2,2,8,454,1,15.7,14.399999999999999
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-25,2,1,13,569,2,17.6,16.15
A1023,Atlas Systems,education,smb,NA,CA,2025-06-06,1,6,19,964,5,12.5,12.5
A1023,Atlas Systems,education,smb,NA,CA,2025-06-15,1,3,7,488,2,13.7,13.7
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-16,2,2,13,736,2,18.7,17.549999999999997
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-21,2,2,8,505,1,19.0,18.8
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-25,2,2,16,910,4,20.4,19.75
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-06,1,2,8,353,2,21.8,21.8
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-15,1,1,4,300,1,24.1,24.1
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-02,1,5,18,1126,2,11.3,11.3
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-05,2,6,36,1857,9,29.5,26.25
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-28,2,3,13,580,2,33.2,29.400000000000002
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-29,2,2,10,498,2,32.0,29.4
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-30,2,5,28,1260,3,34.1,30.15
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-24,4,10,92,5372,20,46.7,41.55
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-12,3,7,45,2807,9,37.1,30.733333333333334
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-16,2,12,48,3162,7,36.0,29.25
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-21,2,4,14,878,2,36.7,30.150000000000002
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-25,2,9,50,2646,7,38.4,30.7
A1034,Helio Partners,travel,smb,NA,CA,2025-06-24,2,5,25,1297,6,18.6,17.35
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-02,3,7,42,2184,8,37.3,27.066666666666666
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-01,4,4,32,1615,7,61.6,43.75
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-08,4,5,33,1515,8,62.3,45.099999999999994
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-14,4,8,38,1916,7,63.3,46.074999999999996
A1038,River Systems,logistics,smb,APAC,AU,2025-06-12,2,3,17,1040,2,23.8,23.450000000000003
A1039,Nova Group,media,smb,EMEA,FR,2025-06-24,1,5,21,1327,5,22.7,22.7
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-12,3,6,40,2074,10,37.4,28.96666666666667
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-02,3,5,34,1844,7,30.4,22.599999999999998
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-01,3,5,21,1016,3,30.5,24.400000000000002
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-08,3,8,24,1259,4,31.8,25.366666666666664
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-14,3,5,19,975,5,33.6,26.666666666666668
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-01,4,7,38,2121,7,49.3,42.4
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-08,4,5,33,1839,7,50.4,43.699999999999996
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-14,4,7,35,2033,8,51.2,44.2
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-03,1,3,12,806,3,12.2,12.2
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-03,4,12,96,5577,17,64.8,50.85
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-13,3,14,80,5271,16,66.6,54.1
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-23,3,15,80,3789,16,67.8,55.1
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-24,3,12,73,4145,13,56.3,43.93333333333333
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-13,3,15,81,5019,17,67.8,58.666666666666664
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-23,3,15,80,4976,17,69.1,59.5
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-02,1,4,14,853,3,23.3,23.3
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-18,2,9,43,3016,8,33.6,28.950000000000003
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-22,2,6,18,1171,4,34.6,30.200000000000003
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-26,2,11,49,3013,8,36.6,31.450000000000003
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-27,2,7,37,1702,6,34.3,29.349999999999998
A1053,Bright Health,media,mid_market,NA,CA,2025-06-24,3,5,40,2637,9,41.3,38.9
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-07,3,7,22,1274,5,40.0,36.63333333333333
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-11,2,5,29,1394,5,30.6,26.55
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-19,2,4,28,1540,6,29.9,25.7
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-10,3,9,51,2575,7,41.3,38.49999999999999
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-20,3,8,45,2795,7,41.2,39.06666666666667
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-11,4,9,76,4893,13,54.2,41.199999999999996
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-19,4,8,74,3851,16,55.0,42.8
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-10,2,4,20,919,5,22.6,20.3
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-20,2,6,24,1740,4,23.3,20.55
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-03,2,7,41,1984,9,37.1,28.55
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-02,2,8,43,2296,11,26.7,18.45
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-06,3,10,59,3769,13,43.7,37.0
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-15,3,7,32,1471,5,46.1,38.666666666666664
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-12,3,12,76,4216,13,57.5,47.53333333333333
A1063,Maple Global,education,smb,NA,CA,2025-06-01,1,1,4,281,1,19.0,19.0
A1063,Maple Global,education,smb,NA,CA,2025-06-08,1,1,4,224,1,19.9,19.9
A1063,Maple Global,education,smb,NA,CA,2025-06-14,1,2,5,370,1,21.8,21.8
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-04,2,7,40,2733,7,21.4,20.5
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-09,2,7,33,2038,6,22.9,21.65
A1066,Pacific Capital,manufacturing,mid_market,APAC,NZ,2025-06-01,2,6,17,1097,4,37.3,36.25
A1066,Pacific Capital,manufacturing,mid_market,APAC,NZ,2025-06-08,2,3,13,895,2,38.3,37.15
A1066,Pacific Capital,manufacturing,mid_market,APAC,NZ,2025-06-14,2,4,14,782,2,38.8,38.05
A1067,Maple Energy,healthcare,mid_market,NA,CA,2025-06-06,2,3,25,989,5,30.2,26.549999999999997
A1067,Maple Energy,healthcare,mid_market,NA,CA,2025-06-15,2,3,13,641,2,31.6,28.05
A1068,Helio Health,manufacturing,enterprise,APAC,SG,2025-06-24,4,9,78,3820,17,60.2,43.3
A1069,Bright Foods,manufacturing,enterprise,NA,CA,2025-06-07,3,4,26,1522,5,64.3,56.699999999999996
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-12,1,5,18,1299,3,15.1,15.1
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-18,3,10,56,3293,14,35.2,23.0
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-22,3,3,17,909,4,35.2,23.066666666666666
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-26,3,7,42,1923,10,37.4,24.399999999999995
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-27,3,9,51,2659,9,37.7,24.46666666666667
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-18,3,11,72,4064,16,68.6,44.166666666666664
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-22,3,6,28,1381,7,67.8,44.03333333333334
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-26,3,14,82,4918,20,69.1,45.56666666666666
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-27,3,9,61,3018,14,68.7,44.93333333333334
A1073,Silver Holdings,travel,mid_market,EMEA,DE,2025-06-06,2,9,36,2205,6,18.1,17.8
A1073,Silver Holdings,travel,mid_market,EMEA,DE,2025-06-15,2,8,22,1305,4,19.5,19.45
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-18,3,9,56,2928,12,33.0,31.5
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-22,3,5,20,1201,4,31.8,31.0
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-26,3,8,47,2974,10,33.6,31.900000000000002
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-27,3,10,50,3017,12,35.1,32.93333333333333
A1075,Cedar Labs,software,smb,EMEA,UK,2025-06-13,1,6,19,1050,5,25.5,25.5
A1075,Cedar Labs,software,smb,EMEA,UK,2025-06-23,1,5,17,899,4,26.0,26.0
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-11,2,13,59,3792,9,40.3,31.25
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-19,2,12,58,3555,13,41.9,32.2
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-12,3,6,38,1969,9,32.8,27.3
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-17,4,12,91,5735,20,66.4,54.475
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-05,2,6,36,2175,7,41.2,30.150000000000002
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-28,2,7,18,1315,4,43.7,32.95
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-29,2,6,17,908,3,45.2,33.75
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-30,2,6,33,1980,8,44.9,33.1
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-18,3,7,45,2102,9,29.1,24.5
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-22,3,4,18,918,4,28.4,24.5
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-26,3,5,38,2201,9,27.6,24.03333333333333
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-27,3,4,33,1912,7,29.4,25.333333333333332
A1084,Silver Foods,manufacturing,mid_market,NA,CA,2025-06-07,2,3,13,782,3,40.8,38.3
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-02,1,4,16,1159,4,16.8,16.8
A1086,River Labs,software,smb,EMEA,FR,2025-06-16,1,2,12,649,2,23.6,23.6
A1086,River Labs,software,smb,EMEA,FR,2025-06-21,1,2,5,338,1,23.5,23.5
A1086,River Labs,software,smb,EMEA,FR,2025-06-25,1,3,17,972,2,27.3,27.3
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-01,1,1,4,255,1,15.9,15.9
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-08,1,2,5,333,1,16.2,16.2
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-14,1,2,5,265,1,17.2,17.2
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-11,2,7,35,2397,6,32.5,28.45
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-19,2,8,39,2114,10,35.2,29.8
A1090,Vertex Labs,energy,smb,NA,US,2025-06-24,1,2,13,962,2,21.6,21.6
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-12,3,5,40,2842,8,28.3,25.133333333333336
A1002,Summit Foods,media,mid_market,NA,US,2025-06-10,3,8,48,2381,12,31.7,25.233333333333334
A1002,Summit Foods,media,mid_market,NA,US,2025-06-20,3,9,48,2553,11,32.9,25.766666666666666
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-13,2,9,53,3260,10,60.2,51.05
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-23,2,6,44,2657,10,61.8,53.599999999999994
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-01,3,5,26,1588,5,55.3,47.53333333333333
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-08,3,4,26,1583,5,55.6,48.133333333333326
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-14,3,5,28,1772,6,57.3,49.6
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-02,2,4,27,1757,6,26.9,23.25
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-05,1,1,8,497,2,21.0,21.0
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-28,1,2,6,373,1,25.9,25.9
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-29,1,1,4,185,1,24.2,24.2
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-30,1,2,10,676,3,23.6,23.6
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-04,2,10,48,2788,12,22.8,20.700000000000003
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-09,2,11,44,3038,10,23.7,21.85
A1010,Orchid Foods,education,smb,NA,CA,2025-06-05,1,5,19,1218,5,23.3,23.3
A1010,Orchid Foods,education,smb,NA,CA,2025-06-28,1,2,5,284,1,26.4,26.4
A1010,Orchid Foods,education,smb,NA,CA,2025-06-29,1,3,8,525,1,27.6,27.6
A1010,Orchid Foods,education,smb,NA,CA,2025-06-30,1,4,13,595,3,28.3,28.3
A1011,Vertex Energy,software,smb,NA,CA,2025-06-11,1,5,17,1273,4,23.5,23.5
A1011,Vertex Energy,software,smb,NA,CA,2025-06-19,1,4,13,665,2,24.2,24.2
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-06,2,3,15,837,2,22.9,16.25
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-15,2,4,11,600,3,23.8,17.2
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-13,3,5,36,1814,8,24.9,22.633333333333336
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-23,3,5,35,1784,7,27.4,24.633333333333336
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-18,4,15,102,6086,26,64.7,51.47500000000001
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-22,4,9,40,2580,10,65.5,51.825
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-26,4,17,95,5818,20,65.8,52.375
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-27,4,15,90,4817,19,66.3,53.025
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-13,2,4,28,1735,7,32.0,30.9
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-23,2,5,30,2014,8,33.3,33.05
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-01,2,1,6,321,1,13.5,10.15
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-08,2,1,5,225,1,14.3,11.0
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-14,2,2,8,486,1,15.2,11.8
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-04,1,2,10,676,2,18.8,18.8
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-09,1,1,6,312,1,20.1,20.1
A1021,Apex Logistics,software,smb,NA,US,2025-06-07,1,4,9,663,2,21.1,21.1
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-06,2,1,11,646,2,14.7,13.1
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-15,2,2,8,376,2,14.4,13.600000000000001
A1023,Atlas Systems,education,smb,NA,CA,2025-06-16,1,7,28,1622,6,14.9,14.9
A1023,Atlas Systems,education,smb,NA,CA,2025-06-21,1,3,7,413,1,14.6,14.6
A1023,Atlas Systems,education,smb,NA,CA,2025-06-25,1,7,30,1534,5,16.7,16.7
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-06,2,3,17,993,3,15.7,15.5
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-15,2,3,9,430,2,17.5,17.4
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-16,1,4,17,1223,2,23.0,23.0
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-21,1,2,6,443,1,22.8,22.8
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-25,1,3,13,880,2,26.3,26.3
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-11,1,4,21,1092,5,12.3,12.3
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-19,1,6,19,1275,5,13.0,13.0
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-10,2,4,24,1421,7,18.5,16.0
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-20,2,5,24,1557,5,21.6,18.75
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-07,2,1,9,456,2,28.7,25.6
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-17,4,8,77,4213,14,45.5,40.875
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-03,3,8,51,3084,12,37.2,29.766666666666666
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-06,2,8,32,2203,6,34.9,28.049999999999997
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-15,2,8,21,1533,5,34.7,28.200000000000003
A1034,Helio Partners,travel,smb,NA,CA,2025-06-17,2,4,19,1294,4,18.2,16.0
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-11,3,8,54,2289,10,37.9,27.833333333333332
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-19,3,10,60,3662,11,37.5,29.0
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-18,4,9,82,4437,16,63.9,46.1
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-22,4,5,33,1703,7,63.6,47.15
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-26,4,10,82,3711,17,65.9,48.525000000000006
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-27,4,9,72,3099,14,66.6,47.75
A1038,River Systems,logistics,smb,APAC,AU,2025-06-03,2,2,15,818,2,21.3,21.25
A1039,Nova Group,media,smb,EMEA,FR,2025-06-17,1,4,19,1113,3,20.7,20.7
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-03,3,10,57,3273,9,35.7,27.7
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-11,3,9,46,2003,9,31.6,24.03333333333333
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-19,3,6,45,2581,8,32.9,25.3
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-18,3,8,54,3585,9,32.9,26.366666666666664
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-22,3,7,23,1175,3,32.9,26.7
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-26,3,10,57,2472,12,34.9,28.03333333333333
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-27,3,9,47,2021,7,35.9,28.066666666666663
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-18,4,13,89,4017,17,52.5,44.75
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-22,4,6,33,1568,7,52.5,45.400000000000006
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-26,4,10,76,4718,13,51.0,45.2
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-27,4,14,84,4834,17,54.4,46.599999999999994
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-12,1,4,18,941,4,13.4,13.4
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-12,4,11,87,4730,20,66.9,52.625
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-10,1,4,19,873,2,14.3,14.3
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-20,1,3,14,713,3,15.7,15.7
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-04,3,14,78,4350,13,65.5,53.300000000000004
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-09,3,16,79,4516,16,66.6,53.633333333333326
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-17,3,13,80,4828,17,53.1,40.96666666666667
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-04,3,16,92,5982,20,66.6,57.46666666666667
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-09,3,13,69,4867,16,67.0,58.300000000000004
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-10,2,3,19,940,4,16.5,15.4
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-20,2,3,17,659,4,18.3,18.0
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-11,1,3,14,762,2,25.2,25.2
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-19,1,2,12,812,2,25.9,25.9
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-01,2,7,17,1140,4,31.4,26.75
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-08,2,4,14,748,2,32.7,28.0
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-14,2,7,19,1081,3,33.6,28.700000000000003
A1053,Bright Health,media,mid_market,NA,CA,2025-06-17,3,8,48,2900,12,40.9,38.1
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-05,3,8,45,2706,10,40.4,36.63333333333333
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-28,3,7,25,1559,6,43.1,39.56666666666666
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-29,3,7,22,1343,4,45.6,39.666666666666664
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-30,3,9,49,2885,9,45.3,40.43333333333333
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-02,2,5,27,1517,5,28.9,24.65
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-02,4,12,76,4518,15,52.5,39.925
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-12,2,5,30,2012,5,38.5,29.7
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-11,2,6,39,2097,10,28.0,19.95
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-19,2,6,31,1585,8,28.7,20.4
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-16,3,11,72,3624,15,46.2,38.86666666666667
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-21,3,9,35,2175,8,47.1,40.266666666666666
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-25,3,12,79,4171,19,46.8,40.13333333333333
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-03,3,9,62,2927,13,56.5,45.666666666666664
A1063,Maple Global,education,smb,NA,CA,2025-06-18,1,3,15,948,2,19.9,19.9
