id,message_id,user_id,reply_count,reply_users_count,message_datetime,extracted_datetime,reply_users,channel_name
UE83A3954,0001c749-9164-4aea-af98-33890cde2398,UWBXBIUB7,6,4,2024-11-16T05:56:07Z,2024-11-16T05:58:50Z,"[""UEZMYV74R"",""UPT27H737"",""U7ZP08017"",""UB51ZBPGJ""]",engineering
UWBXBIUB7,a66f9ac0-1bd4-4d12-826f-f8e1988b502a,UJ65P6F44,33,12,2025-11-19T15:52:39Z,2025-11-19T15:55:25Z,"[""UN979RN92"",""U3O3NUM10"",""U81OT695K"",""UWW10VL06"",""USI1BH3K3"",""UFF1HYHJ2"",""U9YFOYM78"",""U2M260029"",""UDC0ZA535"",""UP9T7VJBF"",""U7PX1XVTE"",""U7W96XW2A""]",marketing
UNS22LGIY,eaa27c26-5137-421b-81c0-e007d48dac32,UB9LLF16J,50,25,2024-06-30T10:55:30Z,2024-06-30T11:38:23Z,"[""UKA77QAYY"",""UN0J0I7F0"",""UHGL04640"",""UK4V3ON2O"",""UNNH8IW78"",""UWBXBIUB7"",""UFUV7GPHM"",""UO513ARUP"",""UZ90K3JDW"",""ULRS0HVJ3"",""UE0WA7608"",""UQSF747QR"",""U3TE14ET2"",""UQY0NPYWN"",""UK839UQ5R"",""UKVN1ZI1Z"",""U2XQ3JJAN"",""U91Q0A72O"",""UA3IV9419"",""UU95TZPYP"",""UB9LLF16J"",""U9E255NN9"",""U0GBC0N90"",""UU6K92DUR"",""UB81I8027""]",random
ULWL32B29,761e17a6-3315-4e76-bcd7-d42b4dcc1e68,UU6K92DUR,20,19,2025-03-06T22:36:32Z,2025-03-06T23:01:05Z,"[""U6P582A60"",""U84A3Q05B"",""UCL2RJ89X"",""UIX8TSI0Y"",""UR257U86O"",""UL92954KA"",""UL9VWQ9S2"",""U34AX16M0"",""U0EIW7DOX"",""U2QXC4ZNG"",""U85PB3J63"",""U96N45CL2"",""U168N7Y9G"",""UC3Z15JC3"",""UNC2V4ZD7"",""UYEP6YY91"",""UL96240J4"",""U8S28EIM6"",""UV4M04Y17""]",random
UQY0NPYWN,e7860277-4eed-47f3-8425-58a7d36aad8f,UN0J0I7F0,34,31,2024-10-15T19:27:37Z,2024-10-15T20:12:17Z,"[""U3U77Y17K"",""U549234TU"",""UF39WLXAT"",""ULAN263E4"",""UV77JEL7Q"",""UWL5JX23M"",""UNS22LGIY"",""US3QTX4Z1"",""U3GY5K9EQ"",""UK756E555"",""UORS33I12"",""UNVWFC5Q1"",""UYVM94HE1"",""U08ITMEA6"",""U3HY0BS3W"",""UE83A3954"",""U0D6182AR"",""UY640917T"",""UZ5125Y28"",""UG6UG9470"",""UH1039P7I"",""UIDQ8QXI5"",""UYJ494VWS"",""UZ271WU40"",""UJ65P6F44"",""UL2989703"",""U306GEBY8"",""U5V38TNV1"",""U378U76S4"",""UEA8H90WN"",""UA7M10C0O""]",cats
UL92954KA,b3828af4-c174-41d1-9c54-5ef6df980214,UKVN1ZI1Z,2,1,2025-04-28T15:04:59Z,2025-04-28T15:56:28Z,"[""U4095YWYD""]",social
UKA77QAYY,8b030ce5-e2a7-49fb-9eac-1e4ec76e5e89,UZ5125Y28,26,16,2024-11-09T03:50:11Z,2024-11-09T04:40:18Z,"[""U1FM88J9J"",""UNS22LGIY"",""U3U77Y17K"",""UU95TZPYP"",""UOBK5OFZ0"",""U7ZP08017"",""UQY0NPYWN"",""UO513ARUP"",""U7PX1XVTE"",""UB9LLF16J"",""UK839UQ5R"",""U84A3Q05B"",""ULWL32B29"",""UL2989703"",""UKA77QAYY"",""UEZMYV74R""]",marketing
UF39WLXAT,357fa159-4424-4cc6-9732-156a38ae8f64,UY640917T,46,23,2024-08-17T02:20:23Z,2024-08-17T03:18:52Z,"[""UFUV7GPHM"",""U5V38TNV1"",""UKVN1ZI1Z"",""UA3IV9419"",""UZ90K3JDW"",""UWL5JX23M"",""ULRS0HVJ3"",""U8S28EIM6"",""U378U76S4"",""UFF1HYHJ2"",""UNVWFC5Q1"",""UZ5125Y28"",""U2XQ3JJAN"",""UPT27H737"",""U4095YWYD"",""UG6UG9470"",""UF39WLXAT"",""U0KG42Q0P"",""U6P582A60"",""UWBXBIUB7"",""UN0J0I7F0"",""U0D6182AR"",""UL9VWQ9S2""]",cats
U6P582A60,991ce120-042d-4250-b20b-45a39be111ff,UG6UG9470,37,2,2024-09-19T00:46:03Z,2024-09-19T01:33:30Z,"[""UH1039P7I"",""UR257U86O""]",general
UZ90K3JDW,70ce3e6e-32b3-4f8c-b045-5f9635815b57,UU95TZPYP,25,25,2025-11-11T17:14:05Z,2025-11-11T17:42:06Z,"[""UE0WA7608"",""UORS33I12"",""UYJ494VWS"",""UZ271WU40"",""U1FM88J9J"",""U85PB3J63"",""U306GEBY8"",""UC3Z15JC3"",""U24SJD0U3"",""UL96240J4"",""UNNH8IW78"",""U9YFOYM78"",""UYEP6YY91"",""UE83A3954"",""U3O3NUM10"",""UH749DC04"",""UU6K92DUR"",""UK756E555"",""UEA8H90WN"",""UQSF747QR"",""U2QXC4ZNG"",""UV4M04Y17"",""UIX8TSI0Y"",""UB51ZBPGJ"",""UA7M10C0O""]",random
U0381889F,04e2a485-d09e-43b7-ba6b-6d51c9872262,UDC0ZA535,48,44,2025-08-02T08:18:12Z,2025-08-02T08:36:32Z,"[""U3GY5K9EQ"",""U549234TU"",""UJ65P6F44"",""UK4V3ON2O"",""U96N45CL2"",""USI1BH3K3"",""UB81I8027"",""UNC2V4ZD7"",""UN979RN92"",""U168N7Y9G"",""UYVM94HE1"",""U81OT695K"",""U9E255NN9"",""U3HY0BS3W"",""U3TE14ET2"",""UHGL04640"",""U7W96XW2A"",""UL92954KA"",""UNY6WDI60"",""U34AX16M0"",""UWW10VL06"",""UDC0ZA535"",""U08ITMEA6"",""U0EIW7DOX"",""UP9T7VJBF"",""U2M260029"",""UV77JEL7Q"",""US3QTX4Z1"",""ULAN263E4"",""U0GBC0N90"",""UY640917T"",""UCL2RJ89X"",""U0381889F"",""U91Q0A72O"",""UIDQ8QXI5"",""UH1039P7I"",""U5V38TNV1"",""UL9VWQ9S2"",""UWW10VL06"",""UZ271WU40"",""UZ5125Y28"",""UU6K92DUR"",""U24SJD0U3"",""U2XQ3JJAN""]",social
UORS33I12,706ae628-c4b0-4fa9-843d-6967efe80a45,UYJ494VWS,47,26,2025-09-03T21:53:51Z,2025-09-03T22:32:46Z,"[""ULRS0HVJ3"",""UEZMYV74R"",""UB9LLF16J"",""UNNH8IW78"",""UH749DC04"",""U306GEBY8"",""UDC0ZA535"",""UHGL04640"",""U0GBC0N90"",""U84A3Q05B"",""UKA77QAYY"",""UL2989703"",""U2QXC4ZNG"",""UP9T7VJBF"",""USI1BH3K3"",""UK839UQ5R"",""U378U76S4"",""U7ZP08017"",""U168N7Y9G"",""UKVN1ZI1Z"",""U3U77Y17K"",""UEA8H90WN"",""U0KG42Q0P"",""UE0WA7608"",""U1FM88J9J"",""UWL5JX23M""]",cats
U0EIW7DOX,b3c1fe8a-f26d-47d0-ae53-1ad370039f7d,UOBK5OFZ0,8,2,2024-12-09T12:51:57Z,2024-12-09T13:18:07Z,"[""U6P582A60"",""UFUV7GPHM""]",general
UPT27H737,bd67bd8f-d00e-4825-850d-f582d2bbba47,UL9VWQ9S2,40,30,2025-10-03T06:42:33Z,2025-10-03T07:28:01Z,"[""UV77JEL7Q"",""U7PX1XVTE"",""U0381889F"",""U0EIW7DOX"",""UA3IV9419"",""UG6UG9470"",""UL92954KA"",""U4095YWYD"",""U549234TU"",""UYEP6YY91"",""U91Q0A72O"",""UWBXBIUB7"",""US3QTX4Z1"",""U0D6182AR"",""UOBK5OFZ0"",""UE83A3954"",""UPT27H737"",""UV4M04Y17"",""UL96240J4"",""UN0J0I7F0"",""UIX8TSI0Y"",""UCL2RJ89X"",""UORS33I12"",""UIDQ8QXI5"",""UK756E555"",""UZ90K3JDW"",""UFF1HYHJ2"",""UNC2V4ZD7"",""UK4V3ON2O"",""U3HY0BS3W""]",marketing
UG6UG9470,deba6c3d-b7b8-43d0-bbfc-742c815d9975,U3U77Y17K,44,2,2024-06-18T17:01:12Z,2024-06-18T17:47:48Z,"[""UY640917T"",""UQSF747QR""]",general
U9YFOYM78,d665dd36-3f6f-479f-a51e-5a19ba0c289c,U9E255NN9,30,5,2025-01-12T12:57:45Z,2025-01-12T13:30:35Z,"[""U9E255NN9"",""UNY6WDI60"",""U7W96XW2A"",""UO513ARUP"",""U9YFOYM78""]",marketing
UDC0ZA535,9b545a72-f1bf-46f8-a150-1270a7f21fa0,U7ZP08017,36,11,2025-06-08T09:26:21Z,2025-06-08T10:09:45Z,"[""U81OT695K"",""U85PB3J63"",""U08ITMEA6"",""U8S28EIM6"",""UYJ494VWS"",""UF39WLXAT"",""UC3Z15JC3"",""UB81I8027"",""UB51ZBPGJ"",""UNVWFC5Q1"",""UJ65P6F44""]",random
U2M260029,50eef032-ccc1-4e41-927d-14fbb20cf7bc,U08ITMEA6,48,34,2024-07-06T02:58:41Z,2024-07-06T03:39:50Z,"[""U3O3NUM10"",""U2M260029"",""UYVM94HE1"",""U34AX16M0"",""U3GY5K9EQ"",""U3TE14ET2"",""ULWL32B29"",""UN979RN92"",""UR257U86O"",""ULAN263E4"",""UU95TZPYP"",""UNS22LGIY"",""UA7M10C0O"",""UQY0NPYWN"",""U96N45CL2"",""ULRS0HVJ3"",""U6P582A60"",""UC3Z15JC3"",""UDC0ZA535"",""UQY0NPYWN"",""U0KG42Q0P"",""UU6K92DUR"",""UO513ARUP"",""UB51ZBPGJ"",""UIX8TSI0Y"",""U24SJD0U3"",""UB9LLF16J"",""U84A3Q05B"",""UN0J0I7F0"",""UL9VWQ9S2"",""UL96240J4"",""U7PX1XVTE"",""UCL2RJ89X"",""U3HY0BS3W""]",engineering
UB51ZBPGJ,588f8ea0-bb97-49d0-9844-fd2261fec631,UR257U86O,7,5,2024-08-01T12:46:19Z,2024-08-01T13:06:07Z,"[""UZ271WU40"",""U0EIW7DOX"",""U306GEBY8"",""UWW10VL06"",""UA3IV9419""]",random
UN979RN92,fdc1b04b-270e-4ed4-bdda-011502e478e8,U2QXC4ZNG,9,9,2025-05-10T12:16:31Z,2025-05-10T12:29:29Z,"[""U0D6182AR"",""UFUV7GPHM"",""U2XQ3JJAN"",""UE0WA7608"",""U8S28EIM6"",""ULWL32B29"",""U2QXC4ZNG"",""ULAN263E4"",""UWBXBIUB7""]",social
UZ5125Y28,721003d8-86f6-4f9e-acc0-1fa645689152,U3TE14ET2,38,25,2024-11-24T23:22:50Z,2024-11-24T23:43:10Z,"[""UORS33I12"",""USI1BH3K3"",""UL2989703"",""UV77JEL7Q"",""UP9T7VJBF"",""UR257U86O"",""UFF1HYHJ2"",""U81OT695K"",""UL92954KA"",""UOBK5OFZ0"",""UYJ494VWS"",""UK756E555"",""U4095YWYD"",""U85PB3J63"",""UK4V3ON2O"",""UZ90K3JDW"",""U3O3NUM10"",""UNY6WDI60"",""UH1039P7I"",""U3GY5K9EQ"",""UNVWFC5Q1"",""U0GBC0N90"",""U96N45CL2"",""UHGL04640"",""UKVN1ZI1Z""]",random
UYJ494VWS,4ae55cea-9569-4b46-a189-0c4788964799,UORS33I12,32,17,2025-05-18T18:41:07Z,2025-05-18T18:49:48Z,"[""U7W96XW2A"",""UEA8H90WN"",""UNNH8IW78"",""UNS22LGIY"",""UN979RN92"",""UIDQ8QXI5"",""UY640917T"",""UU95TZPYP"",""UQSF747QR"",""UH749DC04"",""U3TE14ET2"",""UB81I8027"",""U549234TU"",""UNC2V4ZD7"",""U9E255NN9"",""UYEP6YY91"",""UV4M04Y17""]",marketing
ULAN263E4,a7e2d8d1-96f0-4b52-9628-579cb930be9a,UL92954KA,14,13,2024-06-07T09:24:21Z,2024-06-07T09:58:18Z,"[""U2M260029"",""U34AX16M0"",""UWL5JX23M"",""U5V38TNV1"",""UPT27H737"",""UA7M10C0O"",""UZ5125Y28"",""UF39WLXAT"",""U378U76S4"",""UYVM94HE1"",""U0381889F"",""UKA77QAYY"",""UE83A3954""]",random
UNC2V4ZD7,b4047ddd-c815-426c-8fb1-ecb569d21eac,U5V38TNV1,29,22,2025-10-20T19:29:24Z,2025-10-20T19:36:03Z,"[""UJ65P6F44"",""U91Q0A72O"",""U168N7Y9G"",""U3U77Y17K"",""UG6UG9470"",""U7ZP08017"",""US3QTX4Z1"",""UEZMYV74R"",""U1FM88J9J"",""U9YFOYM78"",""U08ITMEA6"",""UK839UQ5R"",""U9E255NN9"",""UWBXBIUB7"",""UFF1HYHJ2"",""UQY0NPYWN"",""UNVWFC5Q1"",""UL96240J4"",""U85PB3J63"",""U0EIW7DOX"",""U7W96XW2A"",""UNY6WDI60""]",general
UEZMYV74R,79331106-3513-4a98-974b-a41f7d51aa64,U168N7Y9G,47,10,2024-09-21T04:18:36Z,2024-09-21T05:00:50Z,"[""U4095YWYD"",""U3GY5K9EQ"",""UZ90K3JDW"",""UC3Z15JC3"",""U81OT695K"",""ULAN263E4"",""UZ271WU40"",""UWW10VL06"",""U0381889F"",""U96N45CL2""]",cats
UP9T7VJBF,67cb8c42-52dd-4fb0-b300-d9ff62a31b0c,U3HY0BS3W,2,2,2024-07-17T10:19:29Z,2024-07-17T10:55:53Z,"[""UU95TZPYP"",""U91Q0A72O""]",random
UV77JEL7Q,405ab74d-d3b8-4313-8ad2-566e9e801735,UIDQ8QXI5,32,15,2024-11-02T00:06:36Z,2024-11-02T00:16:32Z,"[""U549234TU"",""UWL5JX23M"",""U2QXC4ZNG"",""U34AX16M0"",""U306GEBY8"",""UYJ494VWS"",""U0GBC0N90"",""UJ65P6F44"",""UE0WA7608"",""UV77JEL7Q"",""U3TE14ET2"",""UORS33I12"",""UYVM94HE1"",""UZ5125Y28"",""UH1039P7I""]",cats
UA7M10C0O,5ef426fa-c2f7-42f4-b775-3b12aafe6f65,U81OT695K,40,1,2024-09-12T02:30:24Z,2024-09-12T03:21:48Z,"[""UY640917T""]",cats
U2XQ3JJAN,e5c9dc42-a8c5-4e22-a5ea-94e11f1f5585,UK4V3ON2O,15,8,2025-09-27T14:57:47Z,2025-09-27T15:37:09Z,"[""U8S28EIM6"",""UO513ARUP"",""UIX8TSI0Y"",""UE83A3954"",""UV4M04Y17"",""U168N7Y9G"",""UN979RN92"",""U6P582A60""]",random
UNNH8IW78,5a8f1b95-fff4-452d-9e3f-140ea8ad6f23,UNC2V4ZD7,7,2,2025-05-04T22:19:42Z,2025-05-04T23:17:28Z,"[""UH749DC04"",""U08ITMEA6""]",marketing
USI1BH3K3,9119a272-e70d-4018-b3f6-01f142a90382,UWW10VL06,4,1,2025-05-03T04:36:45Z,2025-05-03T05:08:47Z,"[""U3O3NUM10""]",cats
UZ271WU40,cefb9a1f-57f5-48d5-b9d8-954bf9902fb5,UV77JEL7Q,36,27,2025-03-25T19:01:28Z,2025-03-25T19:17:54Z,"[""UK756E555"",""UB9LLF16J"",""UKA77QAYY"",""ULWL32B29"",""UB81I8027"",""UU6K92DUR"",""U7ZP08017"",""U24SJD0U3"",""UOBK5OFZ0"",""UG6UG9470"",""U0KG42Q0P"",""UL92954KA"",""UDC0ZA535"",""UK4V3ON2O"",""U378U76S4"",""UKVN1ZI1Z"",""UR257U86O"",""UQSF747QR"",""UCL2RJ89X"",""USI1BH3K3"",""U9YFOYM78"",""UP9T7VJBF"",""UEZMYV74R"",""U3HY0BS3W"",""US3QTX4Z1"",""U2XQ3JJAN"",""U5V38TNV1""]",general
UJ65P6F44,93550d27-d6cc-4178-9b02-fd7fa5f5a4eb,UO513ARUP,25,5,2025-11-23T16:03:01Z,2025-11-23T16:30:43Z,"[""U7PX1XVTE"",""UL9VWQ9S2"",""UEA8H90WN"",""UIDQ8QXI5"",""UHGL04640""]",cats
UH1039P7I,d5df53e3-a313-4a16-bd5c-0eed89db139e,UE0WA7608,32,17,2025-02-28T14:59:59Z,2025-02-28T15:48:49Z,"[""U2M260029"",""UYEP6YY91"",""UNC2V4ZD7"",""UFUV7GPHM"",""UA3IV9419"",""U84A3Q05B"",""UPT27H737"",""UL2989703"",""U1FM88J9J"",""UNNH8IW78"",""UA7M10C0O"",""UNS22LGIY"",""U3U77Y17K"",""UF39WLXAT"",""U0D6182AR"",""ULRS0HVJ3"",""UN0J0I7F0""]",engineering
UWW10VL06,f6330165-5392-4d8f-b55d-29fea9466b53,UH749DC04,5,5,2025-04-21T08:41:40Z,2025-04-21T09:32:27Z,"[""UK839UQ5R"",""UG6UG9470"",""U549234TU"",""UU95TZPYP"",""UEZMYV74R""]",engineering
U3O3NUM10,229ce9a3-de3a-4630-8f1d-31e06b7fb7cc,UB81I8027,8,7,2025-09-08T06:37:18Z,2025-09-08T07:21:09Z,"[""UN0J0I7F0"",""U0GBC0N90"",""U9E255NN9"",""UO513ARUP"",""UB81I8027"",""U96N45CL2"",""UR257U86O""]",cats
U85PB3J63,f31572b0-daff-42b0-a63e-117b9d61e343,USI1BH3K3,6,3,2024-09-18T03:33:32Z,2024-09-18T03:48:32Z,"[""UFF1HYHJ2"",""UF39WLXAT"",""UB9LLF16J""]",cats
U3HY0BS3W,995d69b9-6c6f-4952-bf8d-d90f3833ba36,UEA8H90WN,30,22,2025-06-20T05:02:24Z,2025-06-20T05:18:35Z,"[""U3HY0BS3W"",""U7W96XW2A"",""UC3Z15JC3"",""U6P582A60"",""UZ90K3JDW"",""UB51ZBPGJ"",""UNNH8IW78"",""U08ITMEA6"",""USI1BH3K3"",""U3GY5K9EQ"",""U0381889F"",""UIX8TSI0Y"",""U85PB3J63"",""UNVWFC5Q1"",""UYJ494VWS"",""UEA8H90WN"",""U1FM88J9J"",""UU6K92DUR"",""UZ5125Y28"",""U2M260029"",""UNC2V4ZD7"",""UPT27H737""]",general
