account_id,account_name,industry,segment,region,billing_country,usage_date,workspace_days_reporting,active_users,projects_run,api_calls,alerts_sent,max_storage_gb,avg_storage_gb
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-21,4,7,35,1869,8,66.4,54.825
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-25,4,11,89,4491,18,67.3,55.27499999999999
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-13,2,8,35,2079,6,42.2,31.150000000000002
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-23,2,8,36,2590,6,43.3,31.9
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-11,2,5,29,1623,4,27.1,24.85
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-19,2,6,36,2532,7,28.6,26.450000000000003
A1083,Falcon Works,education,mid_market,NA,CA,2025-06-12,1,2,12,801,2,32.2,32.2
A1084,Silver Foods,manufacturing,mid_market,NA,CA,2025-06-04,2,9,50,3461,11,40.6,37.95
A1084,Silver Foods,manufacturing,mid_market,NA,CA,2025-06-09,2,7,32,2299,7,41.4,38.75
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-01,1,1,4,199,1,16.2,16.2
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-08,1,1,4,291,1,18.2,18.2
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-14,1,1,4,277,1,18.8,18.8
A1086,River Labs,software,smb,EMEA,FR,2025-06-17,1,1,8,360,2,25.1,25.1
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-02,1,5,20,1457,4,15.3,15.3
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-18,2,8,48,2954,8,33.1,29.4
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-22,2,4,15,933,2,35.5,30.6
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-26,2,10,46,2618,11,36.0,31.45
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-27,2,8,43,2314,10,36.2,31.3
A1090,Vertex Labs,energy,smb,NA,US,2025-06-06,1,4,14,696,4,20.7,20.7
A1090,Vertex Labs,energy,smb,NA,US,2025-06-15,1,3,6,315,1,21.7,21.7
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-16,3,4,31,1920,6,29.5,26.166666666666668
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-21,3,4,19,1032,4,29.8,26.666666666666668
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-25,3,4,35,1697,5,31.7,28.433333333333334
A1002,Summit Foods,media,mid_market,NA,US,2025-06-24,2,6,34,2035,6,33.6,33.1
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-01,2,4,20,1325,4,58.8,49.599999999999994
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-08,2,5,22,1463,3,60.4,51.15
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-14,2,7,26,1638,5,60.5,51.1
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-13,3,10,65,4178,14,56.9,49.666666666666664
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-23,3,8,55,3550,14,57.4,50.4
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-05,2,6,29,1916,4,26.4,23.35
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-28,2,2,12,675,2,29.5,27.0
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-29,2,3,12,597,2,29.9,27.35
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-30,2,3,24,1300,4,32.3,28.299999999999997
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-02,1,2,10,521,2,20.7,20.7
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-17,3,9,55,3206,11,22.5,21.666666666666668
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-18,2,10,56,3851,10,25.4,23.45
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-22,2,5,17,1091,3,24.9,22.549999999999997
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-26,2,8,38,2676,10,27.6,24.3
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-27,2,10,43,3013,7,25.7,23.799999999999997
A1010,Orchid Foods,education,smb,NA,CA,2025-06-02,1,4,17,1152,5,22.6,22.6
A1011,Vertex Energy,software,smb,NA,CA,2025-06-07,1,3,6,299,1,23.5,23.5
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-03,1,3,13,601,2,23.1,23.1
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-01,3,3,16,897,3,23.6,20.666666666666668
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-08,3,5,18,1222,3,23.9,21.366666666666664
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-14,3,5,20,1033,5,24.9,22.933333333333334
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-04,4,14,95,5805,22,62.6,49.475
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-09,4,18,104,6199,18,63.2,49.85
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-01,2,3,13,822,2,30.1,29.25
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-08,2,2,10,477,2,30.8,30.6
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-14,2,3,11,504,3,31.1,30.6
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-13,1,1,7,459,2,15.9,15.9
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-23,1,1,7,342,2,17.1,17.1
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-18,1,2,12,692,2,20.8,20.8
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-22,1,1,4,237,1,21.7,21.7
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-26,1,2,10,654,1,20.6,20.6
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-27,1,2,12,875,3,23.0,23.0
A1021,Apex Logistics,software,smb,NA,US,2025-06-11,1,4,16,903,4,21.9,21.9
A1021,Apex Logistics,software,smb,NA,US,2025-06-19,1,4,19,1249,4,22.4,22.4
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-03,1,1,7,309,2,13.3,13.3
A1023,Atlas Systems,education,smb,NA,CA,2025-06-12,1,4,20,1443,4,13.5,13.5
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-03,2,3,19,1067,3,16.6,15.5
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-12,1,4,16,710,2,23.5,23.5
A1026,Pioneer Capital,education,smb,NA,CA,2025-06-07,1,4,8,417,2,12.0,12.0
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-24,2,5,28,1652,5,21.1,19.25
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-11,1,4,21,1457,3,30.5,30.5
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-19,1,5,21,966,4,30.4,30.4
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-06,3,7,41,2196,9,37.0,29.933333333333334
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-15,3,5,20,1115,5,37.3,30.666666666666668
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-03,2,12,53,3667,10,34.2,27.150000000000002
A1035,Bright Retail,retail,mid_market,EMEA,UK,2025-06-07,2,3,13,690,3,37.0,31.6
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-04,2,6,49,2758,11,63.1,57.650000000000006
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-09,2,8,47,3054,9,63.7,58.25
A1038,River Systems,logistics,smb,APAC,AU,2025-06-06,2,4,18,1205,5,22.2,22.1
A1038,River Systems,logistics,smb,APAC,AU,2025-06-15,2,3,10,498,3,23.9,23.4
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-06,2,7,35,2172,6,37.4,36.599999999999994
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-15,2,3,12,745,2,37.9,37.2
A1041,Cedar Logistics,media,mid_market,EMEA,NL,2025-06-07,2,5,15,916,3,31.2,25.4
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-04,2,8,46,2584,7,31.5,28.8
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-09,2,7,34,2071,9,31.4,28.95
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-04,3,12,83,5446,21,49.8,47.4
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-09,3,12,74,4687,16,50.3,48.1
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-16,1,3,12,813,3,13.1,13.1
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-21,1,3,7,487,2,15.2,15.2
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-25,1,3,16,850,2,16.7,16.7
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-16,4,11,81,5232,14,65.1,52.099999999999994
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-21,4,7,35,2381,7,66.2,53.075
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-25,4,12,93,6087,15,67.0,53.275000000000006
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-24,1,2,10,673,3,13.9,13.9
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-18,2,10,54,3815,12,68.2,66.55000000000001
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-22,2,7,22,1513,4,67.6,66.3
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-26,2,11,58,3415,14,69.8,68.5
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-27,2,12,60,3860,9,67.7,67.30000000000001
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-18,3,15,99,5957,21,69.7,60.166666666666664
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-22,3,9,33,2191,6,69.6,59.53333333333333
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-26,3,12,75,4521,13,71.0,60.9
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-27,3,15,78,4394,16,69.9,61.13333333333333
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-24,1,1,7,312,1,20.4,20.4
A1051,Lighthouse Systems,media,smb,EMEA,UK,2025-06-07,1,2,6,345,1,23.3,23.3
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-13,2,8,35,1966,7,33.6,28.9
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-23,2,7,36,2041,9,35.5,30.4
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-02,3,8,47,2485,9,40.4,36.36666666666667
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-05,1,2,13,577,3,28.5,28.5
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-28,1,2,7,315,2,32.2,32.2
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-29,1,1,5,239,1,33.5,33.5
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-30,1,2,13,700,2,31.0,31.0
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-17,3,9,50,3170,11,41.7,38.93333333333334
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-05,3,8,62,3977,14,52.5,40.93333333333334
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-28,3,6,29,1547,6,56.8,44.666666666666664
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-29,3,6,27,1681,5,57.9,45.76666666666667
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-30,3,6,53,3242,11,57.8,45.1
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-17,2,4,23,1343,4,23.6,20.9
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-16,1,3,16,999,3,38.4,38.4
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-21,1,3,10,678,2,40.4,40.4
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-25,1,4,22,1464,5,40.6,40.6
A1060,Cedar Foods,healthcare,mid_market,NA,CA,2025-06-07,1,5,14,1017,4,27.2,27.2
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-12,2,10,56,3283,10,44.8,43.3
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-06,3,13,78,4611,15,56.9,46.23333333333333
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-15,3,9,33,2195,7,58.3,47.86666666666667
A1063,Maple Global,education,smb,NA,CA,2025-06-04,1,1,8,370,2,19.7,19.7
A1063,Maple Global,education,smb,NA,CA,2025-06-09,1,1,7,505,1,19.9,19.9
A1064,Atlas Health,education,smb,NA,US,2025-06-24,1,1,7,382,1,26.5,26.5
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-01,2,5,15,794,3,21.1,20.200000000000003
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-08,2,4,13,792,2,22.9,21.75
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-14,2,4,14,813,2,22.8,22.450000000000003
A1066,Pacific Capital,manufacturing,mid_market,APAC,NZ,2025-06-04,2,6,32,1560,6,37.2,36.25
A1066,Pacific Capital,manufacturing,mid_market,APAC,NZ,2025-06-09,2,9,39,2437,8,38.0,36.85
A1067,Maple Energy,healthcare,mid_market,NA,CA,2025-06-12,1,2,13,625,2,30.8,30.8
A1069,Bright Foods,manufacturing,enterprise,NA,CA,2025-06-02,3,9,62,4160,14,63.9,56.300000000000004
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-06,1,5,20,1358,4,14.1,14.1
A1070,Helio Manufacturing,manufacturing,smb,APAC,NZ,2025-06-15,1,2,5,255,1,15.1,15.1
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-13,2,9,41,2662,10,35.3,27.9
A1071,Evergreen Group,education,mid_market,NA,CA,2025-06-23,2,6,35,1916,10,37.3,29.95
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-13,2,10,55,4026,12,67.2,48.900000000000006
A1072,Summit Ventures,software,enterprise,NA,US,2025-06-23,2,9,55,3367,11,70.5,50.95
A1073,Silver Holdings,travel,mid_market,EMEA,DE,2025-06-12,2,7,37,2110,9,20.0,19.55
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-13,3,8,43,3018,8,31.6,30.366666666666664
A1074,Granite Analytics,retail,mid_market,NA,CA,2025-06-23,3,8,45,2796,9,31.4,31.03333333333333
A1075,Cedar Labs,software,smb,EMEA,UK,2025-06-18,1,5,22,1406,3,24.8,24.8
A1075,Cedar Labs,software,smb,EMEA,UK,2025-06-22,1,4,9,676,2,26.7,26.7
A1075,Cedar Labs,software,smb,EMEA,UK,2025-06-26,1,6,26,1445,3,26.7,26.7
A1075,Cedar Labs,software,smb,EMEA,UK,2025-06-27,1,4,15,980,4,28.4,28.4
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-05,2,12,47,3135,9,38.6,30.15
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-28,2,6,18,953,3,41.6,32.35
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-29,2,7,21,1268,4,42.1,33.6
A1076,Atlas Solutions,financial_services,mid_market,EMEA,UK,2025-06-30,2,10,47,2790,13,43.0,33.0
A1077,Evergreen Foods,travel,mid_market,NA,CA,2025-06-24,3,3,35,2289,7,35.2,30.400000000000002
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-06,3,8,43,2015,10,32.8,26.333333333333332
A1078,Beacon Foods,software,mid_market,EMEA,FR,2025-06-15,3,5,20,1254,4,34.1,27.566666666666666
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-10,4,13,94,5674,20,65.0,53.474999999999994
A1079,Nova Foods,education,enterprise,EMEA,FR,2025-06-20,4,13,84,4795,15,67.1,54.8
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-11,2,7,34,1989,8,40.9,30.4
A1080,Beacon Global,financial_services,mid_market,EMEA,NL,2025-06-19,2,8,40,2315,9,43.0,32.1
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-13,2,4,24,1368,4,26.9,24.85
A1081,River Collective,financial_services,mid_market,NA,CA,2025-06-23,2,6,36,2199,5,28.7,26.9
A1083,Falcon Works,education,mid_market,NA,CA,2025-06-24,1,3,17,910,5,33.5,33.5
A1084,Silver Foods,manufacturing,mid_market,NA,CA,2025-06-02,2,9,36,2608,9,41.1,37.900000000000006
A1085,Sierra Capital,financial_services,smb,NA,US,2025-06-07,1,3,6,475,2,17.5,17.5
A1086,River Labs,software,smb,EMEA,FR,2025-06-03,1,3,16,1117,2,22.9,22.9
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-04,1,5,18,1374,3,16.4,16.4
A1088,Cedar Partners,energy,smb,APAC,NZ,2025-06-09,1,4,16,945,3,16.0,16.0
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-05,2,9,42,2531,9,31.9,27.5
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-28,2,7,22,1397,5,36.2,30.900000000000002
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-29,2,5,15,1000,3,36.5,32.15
A1089,Beacon Network,healthcare,mid_market,NA,US,2025-06-30,2,9,41,2330,9,36.4,31.9
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-18,3,4,38,1968,8,31.0,27.5
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-22,3,3,16,817,4,30.9,27.333333333333332
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-26,3,5,35,2167,7,31.7,28.066666666666663
A1001,Helio Systems,healthcare,mid_market,EMEA,NL,2025-06-27,3,7,44,2761,9,30.6,27.200000000000003
A1002,Summit Foods,media,mid_market,NA,US,2025-06-02,2,8,32,2239,8,31.0,30.25
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-06,2,9,47,3083,7,59.4,50.0
A1003,Nova Ventures,manufacturing,enterprise,NA,US,2025-06-15,2,5,20,1110,4,61.1,51.900000000000006
A1005,Pacific Labs,manufacturing,enterprise,EMEA,UK,2025-06-03,3,9,71,3676,13,56.1,48.26666666666667
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-10,2,3,25,1706,4,28.1,24.15
A1006,Helio Works,education,mid_market,EMEA,UK,2025-06-20,2,2,19,1047,4,30.5,26.25
A1007,Silver Systems,energy,smb,EMEA,FR,2025-06-24,1,2,11,799,2,22.7,22.7
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-11,3,9,52,3329,12,21.1,19.666666666666668
A1008,Pacific Works,software,mid_market,EMEA,UK,2025-06-19,3,9,48,2930,8,22.3,20.7
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-16,2,10,43,2496,6,25.4,22.95
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-21,2,4,14,741,3,26.1,23.75
A1009,Summit Group,financial_services,mid_market,NA,US,2025-06-25,2,6,38,2341,7,26.3,23.6
A1010,Orchid Foods,education,smb,NA,CA,2025-06-24,1,5,23,1091,3,27.0,27.0
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-13,1,2,11,812,1,24.3,24.3
A1012,Cedar Ventures,retail,smb,APAC,JP,2025-06-23,1,5,17,981,3,26.3,26.3
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-06,3,3,30,1435,7,24.5,21.5
A1013,River Foods,manufacturing,mid_market,NA,US,2025-06-15,3,3,17,1091,3,24.6,22.400000000000002
A1016,BluePeak Capital,energy,enterprise,EMEA,DE,2025-06-12,4,16,90,5562,17,63.5,50.525
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-06,2,4,23,1120,5,30.1,29.9
A1017,Summit Analytics,financial_services,mid_market,EMEA,UK,2025-06-15,2,4,14,882,2,30.8,30.8
A1019,Sierra Systems,education,smb,APAC,JP,2025-06-03,1,1,8,563,2,14.3,14.3
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-16,1,3,13,886,3,20.6,20.6
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-21,1,1,4,200,1,19.9,19.9
A1020,Pioneer Network,travel,smb,EMEA,FR,2025-06-25,1,3,14,768,3,21.3,21.3
A1021,Apex Logistics,software,smb,NA,US,2025-06-17,1,5,24,1738,4,21.8,21.8
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-13,1,2,11,781,3,14.9,14.9
A1022,Summit Collective,retail,smb,APAC,NZ,2025-06-23,1,1,8,375,2,16.6,16.6
A1023,Atlas Systems,education,smb,NA,CA,2025-06-04,1,5,19,1141,4,11.8,11.8
A1023,Atlas Systems,education,smb,NA,CA,2025-06-09,1,5,22,1301,4,12.7,12.7
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-13,2,2,15,887,3,18.4,17.1
A1024,Sierra Group,manufacturing,smb,NA,CA,2025-06-23,2,4,20,1032,6,19.7,19.299999999999997
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-04,1,2,11,782,2,22.0,22.0
A1025,Bright Capital,education,smb,EMEA,UK,2025-06-09,1,5,16,885,3,22.3,22.3
A1027,BluePeak Health,retail,smb,APAC,SG,2025-06-02,2,5,19,1064,4,17.9,15.25
A1028,Apex Energy,energy,mid_market,APAC,SG,2025-06-17,1,5,21,1066,3,30.2,30.2
A1030,Northwind Analytics,financial_services,enterprise,EMEA,UK,2025-06-07,4,5,33,1854,6,43.5,39.025
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-01,3,3,16,781,4,36.7,29.566666666666666
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-08,3,4,16,942,3,36.6,29.766666666666666
A1031,Helio Holdings,healthcare,mid_market,APAC,AU,2025-06-14,3,4,17,1124,3,38.0,31.0
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-13,2,9,43,2119,6,34.5,28.2
A1033,Lighthouse Global,logistics,mid_market,NA,CA,2025-06-23,2,11,40,2727,8,37.2,29.85
A1034,Helio Partners,travel,smb,NA,CA,2025-06-07,1,2,5,335,1,16.5,16.5
A1037,Lighthouse Network,media,enterprise,EMEA,UK,2025-06-12,2,6,39,2006,8,63.5,58.45
A1038,River Systems,logistics,smb,APAC,AU,2025-06-01,2,2,8,551,2,22.0,21.8
A1038,River Systems,logistics,smb,APAC,AU,2025-06-08,2,3,10,637,2,21.9,21.7
A1038,River Systems,logistics,smb,APAC,AU,2025-06-14,2,2,8,476,2,23.7,22.85
A1039,Nova Group,media,smb,EMEA,FR,2025-06-07,1,3,7,516,1,18.8,18.8
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-01,2,3,14,953,3,36.6,35.95
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-08,2,2,11,633,2,37.2,36.95
A1040,Harbor Collective,healthcare,mid_market,APAC,SG,2025-06-14,2,2,10,482,2,37.7,37.7
A1042,Northwind Labs,manufacturing,mid_market,APAC,AU,2025-06-12,2,7,34,2182,7,32.6,30.05
A1043,Lighthouse Works,financial_services,enterprise,APAC,SG,2025-06-12,3,11,69,4085,18,50.4,47.76666666666666
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-18,1,5,24,1722,4,15.0,15.0
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-22,1,2,6,329,1,14.2,14.2
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-26,1,5,17,1305,4,16.4,16.4
A1044,Summit Holdings,software,smb,EMEA,NL,2025-06-27,1,4,19,976,4,16.4,16.4
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-18,4,15,106,6207,26,67.0,52.75
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-22,4,7,35,1975,7,68.2,53.525
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-26,4,12,77,4118,15,68.2,54.6
A1045,Nova Holdings,manufacturing,enterprise,NA,CA,2025-06-27,4,9,68,3868,11,69.0,54.05
A1046,Pioneer Solutions,education,smb,NA,CA,2025-06-02,1,4,20,1188,2,12.1,12.1
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-16,2,12,67,3653,14,67.6,66.44999999999999
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-21,2,5,21,1193,3,67.2,66.4
A1047,Orchid Global,healthcare,enterprise,APAC,AU,2025-06-25,2,10,63,2835,13,69.5,68.25
A1048,Orchid Capital,financial_services,enterprise,APAC,NZ,2025-06-07,3,9,31,1979,6,53.7,41.06666666666667
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-16,3,15,78,4032,16,68.7,59.56666666666667
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-21,3,7,32,1841,6,69.2,60.133333333333326
A1049,Northwind Network,energy,enterprise,NA,CA,2025-06-25,3,15,88,5751,19,69.3,60.46666666666666
A1050,Cedar Energy,software,smb,APAC,JP,2025-06-02,1,1,8,334,2,15.7,15.7
A1052,Sierra Labs,software,mid_market,APAC,NZ,2025-06-03,2,8,39,2407,7,32.1,27.05
A1053,Bright Health,media,mid_market,NA,CA,2025-06-07,3,3,16,875,4,39.9,37.199999999999996
A1054,Granite Labs,manufacturing,mid_market,APAC,NZ,2025-06-24,3,11,64,3259,11,43.4,38.86666666666667
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-10,1,2,16,949,2,28.8,28.8
A1055,Pioneer Systems,travel,mid_market,EMEA,FR,2025-06-20,1,1,11,535,2,31.2,31.2
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-11,3,5,42,2479,8,41.5,39.166666666666664
A1056,Delta Global,retail,mid_market,APAC,AU,2025-06-19,3,4,33,1921,6,42.7,39.96666666666667
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-10,3,5,56,3121,9,54.4,42.13333333333333
A1057,Harbor Partners,education,enterprise,APAC,NZ,2025-06-20,3,7,55,2992,11,55.3,43.133333333333326
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-11,2,3,18,1236,3,22.3,19.85
A1058,Evergreen Analytics,travel,smb,EMEA,UK,2025-06-19,2,6,29,1854,4,23.9,20.799999999999997
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-18,1,3,21,1373,6,38.7,38.7
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-22,1,3,10,578,2,41.3,41.3
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-26,1,3,17,1264,3,40.8,40.8
A1059,Evergreen Partners,education,mid_market,NA,CA,2025-06-27,1,4,18,1123,3,41.1,41.1
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-04,2,11,69,4076,10,43.2,42.25
A1061,Atlas Capital,travel,enterprise,EMEA,FR,2025-06-09,2,12,53,3399,10,44.6,42.900000000000006
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-01,3,7,32,1832,7,55.6,45.53333333333333
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-08,3,6,29,1927,6,57.2,46.86666666666667
A1062,Delta Manufacturing,travel,enterprise,EMEA,NL,2025-06-14,3,6,30,1888,5,58.3,47.866666666666674
A1063,Maple Global,education,smb,NA,CA,2025-06-12,1,1,7,317,2,20.9,20.9
A1064,Atlas Health,education,smb,NA,US,2025-06-02,1,4,16,1218,3,22.7,22.7
A1065,Vertex Partners,manufacturing,mid_market,NA,US,2025-06-06,2,7,38,2400,9,21.6,20.950000000000003
