ticket_id,account_id,account_name,segment,region,billing_country,plan_name,plan_family,support_tier,workspace_id,workspace_name,environment_tier,opened_by_user_id,opened_at,first_response_at,resolved_at,priority,category,ticket_status,csat_score,first_response_minutes,resolution_minutes,response_sla_minutes,met_response_sla,is_open_ticket,ticket_age_days,opened_month,resolved_month
T10121,A1037,Lighthouse Network,enterprise,EMEA,UK,Enterprise Monthly,enterprise,premium,W2077,lighthouse-finance,sandbox,U3327,2025-04-04 13:59:40,2025-04-04 16:06:40,2025-04-06 03:29:40,medium,sso,resolved,4,127,2250,240,true,false,2,2025-04-01,2025-04-01
T10122,A1038,River Systems,smb,APAC,AU,Starter Monthly,starter,standard,W2079,river-core,prod,U3346,2025-04-19 09:26:05,2025-04-19 09:48:05,,high,api_limit,open,,22,,60,true,true,339,2025-04-01,
T10123,A1038,River Systems,smb,APAC,AU,Starter Monthly,starter,standard,W2080,river-ops,prod,U3342,2025-05-31 17:59:38,2025-06-01 04:32:38,2025-06-02 06:32:38,low,billing,resolved,4,633,2193,1440,true,false,2,2025-05-01,2025-06-01
T10124,A1039,Nova Group,smb,EMEA,FR,Starter Monthly,starter,standard,W2081,nova-core,prod,U3348,2025-06-07 01:56:58,2025-06-07 02:04:58,2025-06-07 21:31:58,urgent,api_limit,resolved,5,8,1175,30,true,false,0,2025-06-01,2025-06-01
T10127,A1040,Harbor Collective,mid_market,APAC,SG,Enterprise Monthly,enterprise,premium,W2084,harbor-finance,prod,U3365,2025-06-10 18:07:45,2025-06-10 18:29:45,2025-06-13 12:37:45,high,performance,resolved,3,22,3990,60,true,false,3,2025-06-01,2025-06-01
T10128,A1040,Harbor Collective,mid_market,APAC,SG,Enterprise Monthly,enterprise,premium,W2082,harbor-core,prod,U3361,2025-05-29 17:52:01,2025-05-29 18:33:01,2025-06-01 04:26:01,high,model_error,resolved,3,41,3514,60,true,false,3,2025-05-01,2025-06-01
T10130,A1040,Harbor Collective,mid_market,APAC,SG,Enterprise Monthly,enterprise,premium,W2083,harbor-ops,sandbox,U3364,2025-05-21 12:06:14,2025-05-21 12:39:14,,urgent,permissions,in_progress,,33,,30,false,true,307,2025-05-01,
T10131,A1041,Cedar Logistics,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2087,cedar-finance,prod,U3377,2025-04-30 14:56:33,2025-04-30 15:15:33,2025-05-02 20:51:33,urgent,cancellation,resolved,5,19,3235,30,true,false,2,2025-04-01,2025-05-01
T10132,A1041,Cedar Logistics,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2085,cedar-core,prod,U3366,2025-06-25 14:25:33,2025-06-26 01:42:33,2025-06-26 21:47:33,low,performance,resolved,4,677,1882,1440,true,false,1,2025-06-01,2025-06-01
T10133,A1041,Cedar Logistics,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2085,cedar-core,prod,U3366,2025-06-11 15:07:17,2025-06-11 17:05:17,2025-06-13 00:31:17,medium,api_limit,resolved,4,118,2004,240,true,false,2,2025-06-01,2025-06-01
T10134,A1041,Cedar Logistics,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2086,cedar-ops,sandbox,U3375,2025-05-07 14:27:48,2025-05-07 15:11:48,2025-05-07 23:25:48,high,data_freshness,resolved,4,44,538,60,true,false,0,2025-05-01,2025-05-01
T10135,A1041,Cedar Logistics,mid_market,EMEA,NL,Growth Monthly,growth,priority,W2085,cedar-core,prod,U3366,2025-05-23 18:09:24,2025-05-23 18:45:24,2025-05-24 18:13:24,high,dashboard_filter,resolved,5,36,1444,60,true,false,1,2025-05-01,2025-05-01
T10137,A1042,Northwind Labs,mid_market,APAC,AU,Growth Monthly,growth,priority,W2089,northwind-ops,sandbox,U3380,2025-04-12 08:33:14,2025-04-12 12:56:14,2025-04-14 06:53:14,medium,sso,resolved,5,263,2780,240,false,false,2,2025-04-01,2025-04-01
T10138,A1042,Northwind Labs,mid_market,APAC,AU,Growth Monthly,growth,priority,W2089,northwind-ops,sandbox,U3381,2025-06-22 22:22:58,2025-06-22 22:54:58,2025-06-24 02:50:58,high,dashboard_filter,resolved,5,32,1708,60,true,false,2,2025-06-01,2025-06-01
T10140,A1042,Northwind Labs,mid_market,APAC,AU,Growth Monthly,growth,priority,W2088,northwind-core,prod,U3378,2025-05-21 19:13:48,2025-05-22 02:10:48,2025-05-22 08:58:48,low,api_limit,resolved,4,417,825,1440,true,false,1,2025-05-01,2025-05-01
T10141,A1043,Lighthouse Works,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2094,lighthouse-marketing,prod,U3390,2025-04-22 04:48:42,2025-04-22 06:01:42,,medium,data_freshness,in_progress,,73,,240,true,true,336,2025-04-01,
T10143,A1043,Lighthouse Works,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2094,lighthouse-marketing,prod,U3401,2025-04-17 02:32:02,2025-04-17 10:14:02,2025-04-20 03:16:02,low,sso,resolved,5,462,4364,1440,true,false,3,2025-04-01,2025-04-01
T10144,A1044,Summit Holdings,smb,EMEA,NL,Growth Monthly,growth,priority,W2095,summit-core,prod,U3407,2025-04-04 17:42:09,2025-04-04 18:06:09,2025-04-07 14:41:09,high,model_error,resolved,3,24,4139,60,true,false,3,2025-04-01,2025-04-01
T10145,A1044,Summit Holdings,smb,EMEA,NL,Growth Monthly,growth,priority,W2095,summit-core,prod,U3407,2025-06-09 03:00:36,2025-06-09 05:31:36,2025-06-11 04:32:36,medium,model_error,resolved,5,151,2972,240,true,false,2,2025-06-01,2025-06-01
T10146,A1044,Summit Holdings,smb,EMEA,NL,Growth Monthly,growth,priority,W2095,summit-core,prod,U3408,2025-04-09 02:49:37,2025-04-09 03:33:37,2025-04-10 17:56:37,high,sso,resolved,5,44,2347,60,true,false,1,2025-04-01,2025-04-01
T10147,A1045,Nova Holdings,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2099,nova-marketing,prod,U3423,2025-06-02 20:20:03,2025-06-02 20:48:03,2025-06-05 03:20:03,high,dashboard_filter,resolved,4,28,3300,60,true,false,3,2025-06-01,2025-06-01
T10148,A1045,Nova Holdings,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2099,nova-marketing,prod,U3412,2025-05-12 12:15:14,2025-05-12 13:41:14,2025-05-15 01:52:14,medium,api_limit,resolved,5,86,3697,240,true,false,3,2025-05-01,2025-05-01
T10149,A1045,Nova Holdings,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2097,nova-ops,prod,U3419,2025-05-20 23:55:34,2025-05-21 03:50:34,2025-05-23 20:03:34,low,dashboard_filter,resolved,3,235,4088,1440,true,false,3,2025-05-01,2025-05-01
T10150,A1045,Nova Holdings,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2097,nova-ops,prod,U3425,2025-06-07 17:23:33,2025-06-07 19:25:33,2025-06-08 08:12:33,medium,api_limit,resolved,4,122,889,240,true,false,1,2025-06-01,2025-06-01
T10151,A1045,Nova Holdings,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2099,nova-marketing,prod,U3422,2025-04-02 10:20:57,2025-04-02 17:26:57,2025-04-05 04:18:57,low,sso,resolved,5,426,3958,1440,true,false,3,2025-04-01,2025-04-01
T10152,A1046,Pioneer Solutions,smb,NA,CA,Growth Monthly,growth,priority,W2100,pioneer-core,prod,U3429,2025-05-20 10:32:02,2025-05-20 13:14:02,,medium,model_error,in_progress,,162,,240,true,true,308,2025-05-01,
T10153,A1046,Pioneer Solutions,smb,NA,CA,Growth Monthly,growth,priority,W2100,pioneer-core,prod,U3427,2025-05-30 05:05:39,2025-05-30 12:29:39,2025-06-01 22:50:39,low,permissions,resolved,5,444,3945,1440,true,false,2,2025-05-01,2025-06-01
T10154,A1046,Pioneer Solutions,smb,NA,CA,Growth Monthly,growth,priority,W2100,pioneer-core,prod,U3430,2025-05-01 04:33:57,2025-05-01 07:00:57,2025-05-01 19:58:57,medium,model_error,resolved,5,147,925,240,true,false,0,2025-05-01,2025-05-01
T10155,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,W2103,orchid-finance,prod,U3440,2025-05-29 16:33:13,2025-05-29 17:44:13,2025-05-30 21:08:13,medium,dashboard_filter,resolved,5,71,1715,240,true,false,1,2025-05-01,2025-05-01
T10158,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,W2103,orchid-finance,prod,U3443,2025-05-02 19:40:03,2025-05-02 21:01:03,2025-05-03 17:35:03,medium,model_error,resolved,4,81,1315,240,true,false,1,2025-05-01,2025-05-01
T10159,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,W2101,orchid-core,prod,U3447,2025-04-12 04:06:15,2025-04-12 05:38:15,2025-04-14 21:30:15,medium,dashboard_filter,resolved,4,92,3924,240,true,false,2,2025-04-01,2025-04-01
T10160,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,W2101,orchid-core,prod,U3444,2025-05-09 12:18:14,2025-05-09 19:18:14,2025-05-11 04:52:14,low,model_error,resolved,5,420,2434,1440,true,false,2,2025-05-01,2025-05-01
T10161,A1047,Orchid Global,enterprise,APAC,AU,Enterprise Annual,enterprise,premium,W2101,orchid-core,prod,U3449,2025-04-28 15:20:57,2025-04-28 15:45:57,,high,performance,in_progress,,25,,60,true,true,330,2025-04-01,
T10162,A1048,Orchid Capital,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2106,orchid-finance,prod,U3454,2025-06-04 08:44:18,2025-06-04 09:54:18,,medium,api_limit,in_progress,,70,,240,true,true,293,2025-06-01,
T10163,A1048,Orchid Capital,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2106,orchid-finance,prod,U3458,2025-05-19 00:50:25,2025-05-19 06:43:25,,low,data_freshness,open,,353,,1440,true,true,309,2025-05-01,
T10164,A1048,Orchid Capital,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2104,orchid-core,prod,U3452,2025-04-15 08:40:53,2025-04-15 14:42:53,2025-04-18 02:12:53,low,cancellation,resolved,4,362,3932,1440,true,false,3,2025-04-01,2025-04-01
T10165,A1048,Orchid Capital,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2104,orchid-core,prod,U3462,2025-05-30 19:28:56,2025-05-30 19:45:56,,high,sso,open,,17,,60,true,true,298,2025-05-01,
T10166,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2107,northwind-core,prod,U3473,2025-05-22 11:57:27,2025-05-22 18:07:27,2025-05-25 05:46:27,low,permissions,resolved,5,370,3949,1440,true,false,3,2025-05-01,2025-05-01
T10167,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2108,northwind-ops,prod,U3483,2025-05-27 17:29:08,2025-05-27 19:02:08,2025-05-30 09:07:08,medium,permissions,resolved,4,93,3818,240,true,false,3,2025-05-01,2025-05-01
T10168,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2107,northwind-core,prod,U3479,2025-05-05 04:16:46,2025-05-05 04:23:46,2025-05-06 00:46:46,urgent,dashboard_filter,resolved,4,7,1230,30,true,false,1,2025-05-01,2025-05-01
T10169,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2109,northwind-finance,prod,U3484,2025-06-01 16:13:15,2025-06-01 17:19:15,,medium,billing,open,,66,,240,true,true,296,2025-06-01,
T10170,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2109,northwind-finance,prod,U3486,2025-05-22 02:08:28,2025-05-22 06:45:28,2025-05-25 06:15:28,low,performance,resolved,4,277,4567,1440,true,false,3,2025-05-01,2025-05-01
T10171,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2107,northwind-core,prod,U3473,2025-04-29 10:09:13,2025-04-29 17:54:13,2025-05-01 18:48:13,low,dashboard_filter,resolved,3,465,3399,1440,true,false,2,2025-04-01,2025-05-01
T10172,A1049,Northwind Network,enterprise,NA,CA,Enterprise Annual,enterprise,premium,W2109,northwind-finance,prod,U3471,2025-05-10 23:28:03,2025-05-11 01:50:03,2025-05-13 14:04:03,medium,dashboard_filter,resolved,4,142,3756,240,true,false,3,2025-05-01,2025-05-01
T10174,A1051,Lighthouse Systems,smb,EMEA,UK,Growth Monthly,growth,priority,W2112,lighthouse-core,prod,U3495,2025-04-05 17:48:20,2025-04-05 22:47:20,2025-04-08 11:33:20,low,sso,resolved,4,299,3945,1440,true,false,3,2025-04-01,2025-04-01
T10175,A1051,Lighthouse Systems,smb,EMEA,UK,Growth Monthly,growth,priority,W2112,lighthouse-core,prod,U3492,2025-04-04 12:53:52,2025-04-04 14:50:52,2025-04-07 01:47:52,medium,dashboard_filter,resolved,3,117,3654,240,true,false,3,2025-04-01,2025-04-01
T10176,A1051,Lighthouse Systems,smb,EMEA,UK,Growth Monthly,growth,priority,W2112,lighthouse-core,prod,U3491,2025-06-09 04:31:19,2025-06-09 18:50:19,2025-06-10 16:30:19,low,model_error,resolved,4,859,2159,1440,true,false,1,2025-06-01,2025-06-01
T10177,A1052,Sierra Labs,mid_market,APAC,NZ,Growth Monthly,growth,priority,W2114,sierra-ops,prod,U3499,2025-05-22 14:40:56,2025-05-22 20:23:56,2025-05-25 05:12:56,low,sso,resolved,5,343,3752,1440,true,false,3,2025-05-01,2025-05-01
T10178,A1052,Sierra Labs,mid_market,APAC,NZ,Growth Monthly,growth,priority,W2114,sierra-ops,prod,U3498,2025-05-10 04:34:16,2025-05-10 14:10:16,2025-05-12 16:54:16,low,api_limit,resolved,5,576,3620,1440,true,false,2,2025-05-01,2025-05-01
T10179,A1052,Sierra Labs,mid_market,APAC,NZ,Growth Monthly,growth,priority,W2114,sierra-ops,prod,U3501,2025-05-29 12:44:45,2025-05-29 14:37:45,2025-05-31 21:47:45,medium,data_freshness,resolved,5,113,3423,240,true,false,2,2025-05-01,2025-05-01
T10181,A1052,Sierra Labs,mid_market,APAC,NZ,Growth Monthly,growth,priority,W2114,sierra-ops,prod,U3506,2025-06-15 13:21:59,2025-06-15 16:07:59,2025-06-18 14:52:59,medium,permissions,resolved,4,166,4411,240,true,false,3,2025-06-01,2025-06-01
T10182,A1053,Bright Health,mid_market,NA,CA,Growth Monthly,growth,priority,W2116,bright-ops,prod,U3508,2025-05-03 01:20:38,2025-05-03 03:57:38,2025-05-04 17:26:38,medium,model_error,resolved,5,157,2406,240,true,false,1,2025-05-01,2025-05-01
T10183,A1053,Bright Health,mid_market,NA,CA,Growth Monthly,growth,priority,W2116,bright-ops,prod,U3511,2025-05-04 19:18:13,2025-05-04 21:50:13,2025-05-06 14:01:13,medium,model_error,resolved,5,152,2563,240,true,false,2,2025-05-01,2025-05-01
T10184,A1053,Bright Health,mid_market,NA,CA,Growth Monthly,growth,priority,W2116,bright-ops,prod,U3512,2025-05-31 09:29:38,2025-05-31 16:52:38,2025-06-01 07:33:38,low,performance,resolved,5,443,1324,1440,true,false,1,2025-05-01,2025-06-01
T10185,A1054,Granite Labs,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2120,granite-finance,prod,U3527,2025-06-02 02:00:16,2025-06-02 02:34:16,2025-06-04 14:10:16,high,sso,resolved,4,34,3610,60,true,false,2,2025-06-01,2025-06-01
T10186,A1054,Granite Labs,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2118,granite-core,prod,U3523,2025-04-24 19:48:18,2025-04-24 20:30:18,2025-04-25 02:09:18,high,dashboard_filter,resolved,2,42,381,60,true,false,1,2025-04-01,2025-04-01
T10187,A1054,Granite Labs,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2119,granite-ops,prod,U3523,2025-06-12 09:20:11,2025-06-13 01:32:11,2025-06-15 18:45:11,low,sso,resolved,5,972,4885,1440,true,false,3,2025-06-01,2025-06-01
T10188,A1054,Granite Labs,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2118,granite-core,prod,U3526,2025-06-07 12:11:47,2025-06-07 12:59:47,2025-06-09 09:33:47,high,dashboard_filter,resolved,3,48,2722,60,true,false,2,2025-06-01,2025-06-01
T10189,A1054,Granite Labs,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2120,granite-finance,prod,U3524,2025-06-03 08:28:29,2025-06-03 18:55:29,,low,performance,open,,627,,1440,true,true,294,2025-06-01,
T10190,A1055,Pioneer Systems,mid_market,EMEA,FR,Growth Monthly,growth,priority,W2121,pioneer-core,prod,U3532,2025-05-10 09:59:35,2025-05-10 12:37:35,2025-05-11 00:39:35,medium,billing,resolved,5,158,880,240,true,false,1,2025-05-01,2025-05-01
T10191,A1055,Pioneer Systems,mid_market,EMEA,FR,Growth Monthly,growth,priority,W2122,pioneer-ops,sandbox,U3539,2025-04-22 14:24:31,2025-04-22 18:09:31,2025-04-23 14:45:31,medium,performance,resolved,5,225,1461,240,true,false,1,2025-04-01,2025-04-01
T10192,A1055,Pioneer Systems,mid_market,EMEA,FR,Growth Monthly,growth,priority,W2122,pioneer-ops,sandbox,U3535,2025-04-19 01:48:32,2025-04-19 03:19:32,2025-04-19 21:40:32,medium,model_error,resolved,3,91,1192,240,true,false,0,2025-04-01,2025-04-01
T10193,A1056,Delta Global,mid_market,APAC,AU,Growth Monthly,growth,priority,W2123,delta-core,prod,U3552,2025-06-18 04:05:18,2025-06-18 04:47:18,2025-06-20 18:50:18,high,model_error,resolved,4,42,3765,60,true,false,2,2025-06-01,2025-06-01
T10194,A1056,Delta Global,mid_market,APAC,AU,Growth Monthly,growth,priority,W2123,delta-core,prod,U3546,2025-05-24 21:23:45,2025-05-25 04:18:45,2025-05-27 16:32:45,low,permissions,resolved,5,415,4029,1440,true,false,3,2025-05-01,2025-05-01
T10196,A1056,Delta Global,mid_market,APAC,AU,Growth Monthly,growth,priority,W2123,delta-core,prod,U3545,2025-05-21 17:06:53,2025-05-21 17:49:53,2025-05-23 10:35:53,high,api_limit,resolved,2,43,2489,60,true,false,2,2025-05-01,2025-05-01
T10197,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2127,harbor-ops,sandbox,U3554,2025-06-07 00:26:36,2025-06-07 04:09:36,2025-06-08 00:59:36,low,api_limit,resolved,3,223,1473,1440,true,false,1,2025-06-01,2025-06-01
T10198,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2129,harbor-marketing,prod,U3566,2025-05-21 18:23:28,2025-05-22 02:38:28,2025-05-24 09:46:28,low,performance,resolved,3,495,3803,1440,true,false,3,2025-05-01,2025-05-01
T10199,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2127,harbor-ops,sandbox,U3562,2025-04-29 04:31:13,2025-04-29 11:27:13,2025-04-29 18:54:13,low,permissions,resolved,4,416,863,1440,true,false,0,2025-04-01,2025-04-01
T10201,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2129,harbor-marketing,prod,U3565,2025-04-26 21:52:12,2025-04-26 22:56:12,2025-04-28 13:02:12,medium,cancellation,resolved,4,64,2350,240,true,false,2,2025-04-01,2025-04-01
T10203,A1057,Harbor Partners,enterprise,APAC,NZ,Enterprise Annual,enterprise,premium,W2127,harbor-ops,sandbox,U3561,2025-06-02 14:43:31,2025-06-02 16:17:31,,medium,api_limit,in_progress,,94,,240,true,true,295,2025-06-01,
T10204,A1058,Evergreen Analytics,smb,EMEA,UK,Starter Monthly,starter,standard,W2131,evergreen-ops,prod,U3567,2025-05-03 23:31:29,2025-05-04 02:00:29,2025-05-04 23:54:29,medium,sso,resolved,4,149,1463,240,true,false,1,2025-05-01,2025-05-01
T10206,A1058,Evergreen Analytics,smb,EMEA,UK,Starter Monthly,starter,standard,W2130,evergreen-core,prod,U3569,2025-04-06 10:38:55,2025-04-06 19:21:55,2025-04-08 23:32:55,low,api_limit,resolved,5,523,3654,1440,true,false,2,2025-04-01,2025-04-01
T10207,A1059,Evergreen Partners,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2132,evergreen-core,prod,U3578,2025-05-31 07:03:09,2025-05-31 07:56:09,2025-06-02 11:48:09,high,billing,resolved,5,53,3165,60,true,false,2,2025-05-01,2025-06-01
T10208,A1059,Evergreen Partners,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2132,evergreen-core,prod,U3581,2025-05-26 23:01:58,2025-05-27 01:50:58,2025-05-28 12:46:58,medium,dashboard_filter,resolved,5,169,2265,240,true,false,2,2025-05-01,2025-05-01
T10209,A1059,Evergreen Partners,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2132,evergreen-core,prod,U3581,2025-04-16 02:06:12,2025-04-16 05:49:12,2025-04-17 08:51:12,medium,model_error,resolved,4,223,1845,240,true,false,1,2025-04-01,2025-04-01
T10210,A1059,Evergreen Partners,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2133,evergreen-ops,sandbox,U3574,2025-05-28 20:36:04,2025-05-29 03:21:04,2025-05-29 23:12:04,low,data_freshness,resolved,4,405,1596,1440,true,false,1,2025-05-01,2025-05-01
T10211,A1059,Evergreen Partners,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,W2133,evergreen-ops,sandbox,U3576,2025-04-25 17:15:19,2025-04-25 19:42:19,2025-04-26 06:50:19,medium,model_error,resolved,5,147,815,240,true,false,1,2025-04-01,2025-04-01
T10212,A1060,Cedar Foods,mid_market,NA,CA,Growth Monthly,growth,priority,W2135,cedar-ops,sandbox,U3597,2025-06-05 17:55:39,2025-06-05 20:08:39,2025-06-08 15:20:39,medium,data_freshness,resolved,4,133,4165,240,true,false,3,2025-06-01,2025-06-01
T10214,A1061,Atlas Capital,enterprise,EMEA,FR,Enterprise Monthly,enterprise,premium,W2136,atlas-core,prod,U3604,2025-05-01 07:17:48,2025-05-01 07:57:48,2025-05-02 11:43:48,medium,permissions,resolved,5,40,1706,240,true,false,1,2025-05-01,2025-05-01
T10216,A1061,Atlas Capital,enterprise,EMEA,FR,Enterprise Monthly,enterprise,premium,W2136,atlas-core,prod,U3608,2025-05-25 02:26:34,2025-05-25 02:52:34,2025-05-25 10:38:34,high,dashboard_filter,resolved,5,26,492,60,true,false,0,2025-05-01,2025-05-01
T10218,A1062,Delta Manufacturing,enterprise,EMEA,NL,Enterprise Monthly,enterprise,premium,W2140,delta-ops,prod,U3618,2025-06-06 19:13:40,2025-06-06 19:38:40,2025-06-08 18:06:40,high,api_limit,resolved,4,25,2813,60,true,false,2,2025-06-01,2025-06-01
T10219,A1062,Delta Manufacturing,enterprise,EMEA,NL,Enterprise Monthly,enterprise,premium,W2139,delta-core,prod,U3622,2025-05-15 10:06:58,2025-05-15 10:52:58,2025-05-16 02:25:58,medium,api_limit,resolved,5,46,979,240,true,false,1,2025-05-01,2025-05-01
T10220,A1062,Delta Manufacturing,enterprise,EMEA,NL,Enterprise Monthly,enterprise,premium,W2139,delta-core,prod,U3620,2025-06-05 08:31:40,2025-06-05 08:36:40,2025-06-06 01:11:40,urgent,cancellation,resolved,5,5,1000,30,true,false,1,2025-06-01,2025-06-01
T10221,A1063,Maple Global,smb,NA,CA,Starter Monthly,starter,standard,W2142,maple-core,prod,U3631,2025-04-12 01:32:03,2025-04-12 04:02:03,,medium,dashboard_filter,in_progress,,150,,240,true,true,346,2025-04-01,
T10222,A1063,Maple Global,smb,NA,CA,Starter Monthly,starter,standard,W2142,maple-core,prod,U3632,2025-05-09 06:50:11,2025-05-09 09:35:11,2025-05-11 12:00:11,medium,performance,resolved,4,165,3190,240,true,false,2,2025-05-01,2025-05-01
T10223,A1064,Atlas Health,smb,NA,US,Starter Monthly,starter,standard,W2143,atlas-core,prod,U3634,2025-05-19 15:33:04,2025-05-20 05:32:04,2025-05-22 06:37:04,low,performance,resolved,5,839,3784,1440,true,false,3,2025-05-01,2025-05-01
T10225,A1065,Vertex Partners,mid_market,NA,US,Growth Monthly,growth,priority,W2145,vertex-ops,prod,U3643,2025-04-27 11:41:45,2025-04-27 19:54:45,2025-04-30 02:25:45,low,dashboard_filter,resolved,3,493,3764,1440,true,false,3,2025-04-01,2025-04-01
T10226,A1065,Vertex Partners,mid_market,NA,US,Growth Monthly,growth,priority,W2144,vertex-core,prod,U3643,2025-04-22 11:47:53,2025-04-22 12:26:53,2025-04-22 21:35:53,high,dashboard_filter,resolved,5,39,588,60,true,false,0,2025-04-01,2025-04-01
T10227,A1066,Pacific Capital,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2147,pacific-ops,prod,U3649,2025-06-01 11:53:08,2025-06-02 00:05:08,2025-06-04 11:55:08,low,permissions,resolved,3,732,4322,1440,true,false,3,2025-06-01,2025-06-01
T10228,A1066,Pacific Capital,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2146,pacific-core,prod,U3650,2025-05-18 10:28:25,2025-05-18 11:00:25,2025-05-21 04:49:25,urgent,api_limit,resolved,4,32,3981,30,false,false,3,2025-05-01,2025-05-01
T10229,A1066,Pacific Capital,mid_market,APAC,NZ,Enterprise Monthly,enterprise,premium,W2146,pacific-core,prod,U3655,2025-04-17 22:01:04,2025-04-18 00:42:04,2025-04-18 16:45:04,medium,model_error,resolved,4,161,1124,240,true,false,1,2025-04-01,2025-04-01
T10230,A1067,Maple Energy,mid_market,NA,CA,Growth Monthly,growth,priority,W2149,maple-ops,sandbox,U3664,2025-04-16 21:56:35,2025-04-17 00:05:35,,medium,api_limit,in_progress,,129,,240,true,true,342,2025-04-01,
T10232,A1067,Maple Energy,mid_market,NA,CA,Growth Monthly,growth,priority,W2149,maple-ops,sandbox,U3662,2025-05-14 17:33:03,2025-05-14 20:44:03,2025-05-17 11:23:03,medium,sso,resolved,4,191,3950,240,true,false,3,2025-05-01,2025-05-01
T10233,A1067,Maple Energy,mid_market,NA,CA,Growth Monthly,growth,priority,W2149,maple-ops,sandbox,U3660,2025-06-12 17:58:13,2025-06-13 01:42:13,2025-06-13 10:17:13,low,sso,resolved,4,464,979,1440,true,false,1,2025-06-01,2025-06-01
T10235,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2152,helio-finance,sandbox,U3669,2025-05-28 03:12:49,2025-05-28 05:13:49,2025-05-30 08:36:49,medium,performance,resolved,5,121,3204,240,true,false,2,2025-05-01,2025-05-01
T10237,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2150,helio-core,prod,U3679,2025-04-25 19:00:56,2025-04-25 19:19:56,2025-04-27 01:18:56,high,api_limit,resolved,5,19,1818,60,true,false,2,2025-04-01,2025-04-01
T10238,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2152,helio-finance,sandbox,U3672,2025-04-03 06:46:03,2025-04-03 07:06:03,2025-04-05 09:10:03,high,sso,resolved,4,20,3024,60,true,false,2,2025-04-01,2025-04-01
T10239,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2150,helio-core,prod,U3679,2025-06-06 19:53:24,2025-06-06 22:43:24,2025-06-09 16:26:24,medium,api_limit,resolved,4,170,4113,240,true,false,3,2025-06-01,2025-06-01
T10240,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2152,helio-finance,sandbox,U3667,2025-06-10 14:39:11,2025-06-10 15:39:11,2025-06-11 20:10:11,medium,sso,resolved,4,60,1771,240,true,false,1,2025-06-01,2025-06-01
T10241,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,W2150,helio-core,prod,U3667,2025-05-18 14:42:23,2025-05-18 16:32:23,2025-05-20 10:22:23,medium,sso,resolved,5,110,2620,240,true,false,2,2025-05-01,2025-05-01
